state_id,file,owner,population_k,category,species,minority,cultures,politics,groups,warnings
392,392-State_392.txt,LTR,4921.277,city,46,47,87,1:0.002465;2:0.908329;6:0.089206,6,
393,393-State_393.txt,KTN,239.874,wasteland,19,,92,1:0.525951;2:0.474049,2,
394,394-Katjeisland.txt,KTN,749.764,large_city,19,44,84;86,0:0.090915;2:0.599473;6:0.309612,12,
396,396-State_396.txt,KEP,2000.0,town,9,3,58;59,3:0.163842;4:0.363368;7:0.472790,12,
397,397-State_397.txt,SMP,2000.0,town,44,,86,2:0.010034;5:0.989966,2,
398,398-State_398.txt,KAP,2577.238,rural,48,15,90,0:0.736943;2:0.263057,4,
399,399-State_399.txt,PLR,150.0,rural,15,,32,1:0.782256;3:0.217744,2,
401,401-State_401.txt,PLR,160.0,rural,15,,91,1:0.936863;8:0.063137,2,
402,402-State_402.txt,KEP,175.0,large_town,3,,47;58,3:0.314249;4:0.685751,4,
403,403-State_403.txt,LTR,8536.931,large_city,46,19,87,4:0.176627;5:0.770750;7:0.052623,6,
404,404-State_404.txt,SOF,1740.0,town,32,,18,0:0.229932;6:0.770068,2,
405,405-State_405.txt,LTR,4565.543,large_city,46,,87,3:0.394697;6:0.605303,2,
406,406-State_406.txt,PLR,1160.0,rural,15,,30,1:0.850884;7:0.149116,2,
407,407-Zeeland.txt,KTN,3796.511,large_town,19,,84,2:0.693268;6:0.165358;7:0.141374,3,
408,408-Gatzostad.txt,KTN,5509.148,large_city,19,,84,0:0.077466;2:0.537215;6:0.385319,3,
409,409-State_409.txt,KTN,6598.752,megalopolis,20,19,85,1:0.362545;2:0.577005;7:0.060450,6,
410,410-State_410.txt,VAS,1890.0,town,29,,76,0:0.846212;2:0.153788,2,
411,411-State_411.txt,PLR,740.0,town,15,,32,2:0.277478;4:0.393068;5:0.329454,3,
412,412-State_412.txt,SOF,1080.0,town,32,,18,1:0.454557;6:0.469169;8:0.076275,3,
414,414-State_414.txt,VAS,690.0,town,29,,76,2:0.104964;5:0.895036,2,
415,415-State_415.txt,VAS,980.0,large_town,29,,76,2:0.921665;7:0.078335,2,
416,416-State_416.txt,VAS,810.0,town,29,,76,0:0.293612;5:0.706388,2,
417,417-State_417.txt,LTR,192.585,tiny_island,46,3,87,5:0.234486;6:0.765514,4,
418,418-State_418.txt,HAR,2760.0,town,15,,34,6:0.153663;7:0.846337,2,
420,420-State_420.txt,SOF,10.0,rural,32,,18,4:0.034120;7:0.965880,2,
421,421-State_421.txt,PLA,5960.0,large_town,33,,59,0:0.275862;2:0.310345;8:0.413793,3,
422,422-State_422.txt,PLR,480.0,town,15,,32,1:0.946455;4:0.053545,2,
425,425-State_425.txt,PLA,7000.0,large_town,33,,59,3:0.228135;4:0.114067;7:0.657798,3,
426,426-State_426.txt,SOF,3770.0,town,32,,18;59,4:0.042470;7:0.957530,4,
428,428-State_428.txt,SOF,1600.0,town,32,,18;59,0:0.348199;7:0.651801,4,
429,429-State_429.txt,BSS,2290.0,town,1,21,100;101,6:0.242859;7:0.717734;8:0.039407,12,
431,431-State_431.txt,SOF,10.0,rural,32,,18,6:0.847605;8:0.152395,2,
432,432-State_432.txt,SOF,2230.0,town,32,,18;59,3:0.004738;5:0.471899;7:0.523363,6,
434,434-Kipu.txt,BSS,1430.0,town,1,21,101,6:0.121434;7:0.742655;8:0.135910,6,
435,435-State_435.txt,SOF,810.0,town,32,,18,6:1.000000,1,
436,436-State_436.txt,SOF,10.0,rural,32,,18,2:0.023963;6:0.124533;7:0.851504,3,
437,437-State_437.txt,SOF,2650.0,large_town,32,,18,3:0.062155;7:0.937845,2,
438,438-State_438.txt,FST,2500.0,town,1,,60,3:0.042315;7:0.119190;8:0.838496,3,
440,440-State_440.txt,BSS,280.0,rural,1,21,100;101,7:0.757925;8:0.242075,8,
441,441-State_441.txt,AKZ,50.0,rural,,,,6:0.100000;7:0.800000;8:0.100000,0,no resolvable starting species/culture; arrays left empty
442,442-State_442.txt,BSS,20.0,town,1,21,100;101,6:0.273922;8:0.726078,8,
443,443-State_443.txt,BSS,2150.0,town,1,21,100;101,7:0.340158;8:0.659842,8,
444,444-State_444.txt,VAS,1280.0,large_town,29,,76,7:0.526407;8:0.473593,2,
445,445-West Foxsnot.txt,BSS,210.0,town,1,21,100;101,7:0.487947;8:0.512053,8,
446,446-State_446.txt,BSS,80.0,town,1,21,100;101,6:0.022618;7:0.941837;8:0.035545,12,
447,447-State_447.txt,BSS,350.0,town,1,,100;101,7:1.000000,2,
448,448-North Greater Solstice.txt,BSS,20.0,town,1,21,100;101,6:0.118956;7:0.881044,8,
449,449-State_449.txt,BSS,70.0,wasteland,1,21,100;101,6:0.078567;7:0.921433,8,
450,450-North Arctic Shores.txt,BSS,20.0,town,1,21,100;101,7:0.880382;8:0.119618,8,
451,451-South Stratia.txt,BSS,60.0,town,1,21,100;101,7:0.873105;8:0.126895,8,
452,452-State_452.txt,BSS,20.0,town,1,21,100;101,7:1.000000,4,
453,453-State_453.txt,BSS,1200.0,town,23,3,100;101,7:0.493900;8:0.506100,8,
454,454-North Waterdeen.txt,BSS,100.0,town,1,21,100;101,6:0.045174;7:0.910908;8:0.043918,12,
455,455-State_455.txt,BSS,50.0,town,1,21,100;101,6:0.165073;7:0.834927,8,
456,456-North Rufus Town.txt,BSS,30.0,town,1,21,100;101,6:0.085408;7:0.914592,8,
466,466-State_466.txt,ZUS,3100.0,city,4,,72,1:0.235707;2:0.004472;7:0.759821,3,
468,468-State_468.txt,ZUS,3500.0,large_town,4,,72,2:0.007023;6:0.992977,2,
470,470-State_470.txt,IMF,3080.0,large_town,1,4,4;72,6:1.000000,4,
471,471-State_471.txt,SOB,2500.0,town,1,2,28;21,2:0.307522;4:0.692478,8,
472,472-State_472.txt,SOB,2700.0,large_town,2,1,28,1:0.376959;2:0.151639;6:0.471402,6,
473,473-State_473.txt,SOB,1900.0,large_town,2,1,5;69,0:0.107373;5:0.883579;6:0.009048,12,
474,474-State_474.txt,PAW,2900.0,town,1,,40,1:0.392047;3:0.219917;6:0.388036,3,
475,475-State_475.txt,NAV,5300.0,large_city,1,,27,6:0.116690;7:0.883310,2,
476,476-State_476.txt,SOB,2850.0,city,2,,28,0:0.903940;4:0.037137;7:0.058923,3,
477,477-State_477.txt,FRA,3388.888,large_town,1,,27,1:0.048140;2:0.366003;3:0.585857,3,
478,478-State_478.txt,SOB,2500.0,large_town,1,2,28;21,0:0.540363;4:0.012956;8:0.446681,12,
479,479-State_479.txt,PAW,3100.0,city,1,,40,0:0.996156;2:0.003844,2,
480,480-State_480.txt,SOB,1200.0,town,2,,5;69,0:0.729854;1:0.180678;7:0.089468,6,
481,481-State_481.txt,PTQ,4460.0,large_town,1,,4,1:0.237157;2:0.004804;6:0.758038,3,
482,482-State_482.txt,SOB,3100.0,city,2,,5,0:0.844549;1:0.122388;2:0.033063,3,
483,483-State_483.txt,SOB,1150.0,large_town,2,1,29,2:1.000000,2,
484,484-State_484.txt,SOB,2100.0,large_town,2,,5,0:0.840691;1:0.130797;4:0.028512,3,
485,485-State_485.txt,SOB,7200.0,metropolis,2,,5,0:0.897234;2:0.059188;7:0.043578,3,
486,486-State_486.txt,OST,3200.0,large_town,1,,25,3:0.117011;5:0.198225;7:0.684764,3,
487,487-State_487.txt,MEW,2420.0,town,1,,25,1:0.889958;4:0.110042,2,
488,488-State_488.txt,AUR,2000.0,city,1,,3;42,2:0.092663;3:0.122213;8:0.785123,6,
490,490-State_490.txt,SOB,6200.0,metropolis,2,1,93,1:0.692313;2:0.307687,4,
492,492-State_492.txt,LIO,2420.0,rural,1,,44,3:0.000212;6:0.957126;8:0.042662,3,
496,496-State_496.txt,CAT,2163.636,town,1,,44,3:0.540014;4:0.459986,2,
498,498-State_498.txt,NMI,9100.0,city,8,1,52;75,9:1.000000,4,
501,501-North Myriad.txt,GAL,7800.0,metropolis,25,,71,3:0.061225;6:0.938775,2,
502,502-State_502.txt,NMI,7200.0,city,8,1,52;75,9:1.000000,4,
508,508-State_508.txt,BSS,110.0,town,1,21,100;101,7:0.818058;8:0.181942,8,
509,509-Inner Katown.txt,KTW,1500.0,megalopolis,1,,1,3:0.175676;4:0.081081;6:0.743243,3,
510,510-Neu-Mewxico.txt,PRL,2900.0,town,1,3,43;2,3:0.718969;8:0.281031,8,
511,511-Stri.txt,PRL,2240.0,town,1,,42,2:0.183871;3:0.816129,2,
512,512-Ataropolis.txt,PRL,11500.0,metropolis,1,3,2,0:0.122908;3:0.877092,4,
513,513-Kibblesplein.txt,PRL,2400.0,town,1,,2,2:0.106417;3:0.893583,2,
514,514-Solkatzia.txt,PRL,9140.0,metropolis,1,3,2,3:0.802995;7:0.197005,4,
515,515-Atarstadt.txt,PRL,3000.0,large_town,1,,2,0:0.004740;1:0.336810;3:0.658450,3,
516,516-Mushile.txt,PRL,1570.0,town,1,,41;2,3:0.697217;8:0.302783,4,
517,517-Gathills.txt,PRL,610.111,town,1,,41;42,7:1.000000,2,
518,518-Kibblestadt.txt,PRL,4280.0,city,1,,2,3:0.854456;6:0.065999;8:0.079545,3,
519,519-Neu-Meowleans.txt,AUR,2303.225,town,1,,42,3:0.145909;7:0.854091,2,
520,520-Elowineapolis.txt,AUR,2700.0,city,1,,42,2:0.137108;6:0.613845;8:0.249047,3,
521,521-Ostmeopin.txt,AUR,1140.0,town,1,,42,7:0.265112;8:0.734888,2,
522,522-Altestadt.txt,AUR,2300.0,large_town,1,,42,3:0.101577;8:0.898423,2,
523,523-Katzkat.txt,AUR,1718.26,town,1,,3;42,4:0.190924;8:0.809076,4,
524,524-Southeastern Grand Hills.txt,WPR,500.0,pastoral,1,,41,1:0.076551;3:0.078773;7:0.844676,3,
525,525-Northeastern Grand Hills.txt,WPR,560.0,town,1,,41,4:0.052213;7:0.947787,2,
526,526-West Meterhills.txt,WPR,300.0,rural,1,,41,4:0.040025;7:0.959975,2,
527,527-North Katzil.txt,WPR,2285.715,town,1,,41,4:0.038765;7:0.961235,2,
528,528-White Peaks Valley.txt,WPR,208.695,rural,1,,41,7:0.355423;8:0.644577,2,
529,529-Grossgato.txt,CAT,4300.0,town,1,,43,3:0.130434;4:0.748358;7:0.121207,3,
530,530-Mau-Vegas.txt,CAT,2392.592,rural,1,,43,3:0.083952;4:0.702607;7:0.213441,3,
531,531-Purrton.txt,CAT,2620.0,town,1,,44,4:0.342999;6:0.657001,2,
532,532-Drakenburg.txt,CAT,2620.0,rural,1,,44,4:0.557898;6:0.076044;7:0.366058,3,
533,533-Kleinberg.txt,CAT,2300.0,town,1,,44,3:0.205377;4:0.720941;6:0.073682,3,
534,534-Mittelmewxico.txt,CAT,3300.0,large_town,1,,44,3:0.118246;4:0.840124;6:0.041629,3,
535,535-Mewselle.txt,TAI,1368.888,town,1,,3,7:1.000000,1,
536,536-Katzbrucken.txt,TAI,2240.0,large_town,1,,3,3:0.055051;6:0.200220;7:0.744729,3,
537,537-Sud-Purggund.txt,TAI,1368.888,town,1,,3,7:0.432577;8:0.567423,2,
538,538-Melcey.txt,TAI,1120.0,town,1,,3,6:0.384173;8:0.615827,2,
539,539-Becatlingen.txt,OST,651.429,rural,1,,25;41,3:0.794892;4:0.205108,4,
540,540-Kittensdorf.txt,OST,367.0,rural,1,,26,3:0.087373;7:0.912627,2,
541,541-Cathy.txt,OST,651.428,town,1,,25,3:0.021425;5:0.111360;7:0.867215,3,
542,542-Kibblebaden.txt,NKB,2000.0,town,1,,39,3:0.079607;7:0.339951;8:0.580441,3,
543,543-Colmar.txt,NKB,1000.0,rural,1,,39,2:0.424248;8:0.575752,2,
544,544-Neu-Kibbles.txt,NKB,2186.667,city,1,,26;39,1:0.194016;4:0.194016;7:0.611969,6,
545,545-Katstone.txt,LIO,1820.0,rural,1,,44,5:0.000077;6:0.898219;8:0.101704,3,
546,546-Janglastadt.txt,LIO,1820.0,pastoral,1,,41,3:0.639060;4:0.360940,2,
547,547-Lyuinwald.txt,LIO,1500.0,town,1,,45;44,6:0.871862;8:0.128138,4,
548,548-Lionlakstadt.txt,LIO,3340.0,town,1,,24,3:0.000599;6:0.978072;8:0.021329,3,
549,549-Katnemasse.txt,LIO,2300.0,town,1,,24,3:0.000111;6:0.924563;8:0.075326,3,
550,550-Kattnecy.txt,LIO,1363.636,pastoral,1,,24,5:0.000031;7:0.999969,2,
551,551-Mewport.txt,STR,2700.0,town,1,,24;4,0:0.158748;2:0.017715;5:0.823537,6,
552,552-Mewbet.txt,STR,1294.0,pastoral,1,,24,1:0.044960;5:0.955040,2,
553,553-Mewdu Mush.txt,STR,1094.0,pastoral,1,,24,0:0.487617;5:0.512383,2,
554,554-Meowcerne.txt,STR,2220.0,rural,1,,24,0:0.102400;2:0.006326;5:0.891274,3,
555,555-Sudstruken.txt,STR,2500.0,town,1,,24,2:0.011610;5:0.322326;7:0.666064,3,
556,556-Channecy.txt,MEW,2400.0,rural,1,,24,0:0.917085;2:0.082915,2,
557,557-Katzberg.txt,MEW,4200.0,city,1,,25,0:0.627444;3:0.165985;8:0.206571,3,
558,558-Mount Kitts.txt,MEW,1500.0,pastoral,1,,24,2:0.807200;5:0.192800,2,
559,559-Luchsi.txt,MEW,3000.0,town,1,,25;24,0:0.789023;2:0.018177;6:0.192800,6,
560,560-Kibbleshores.txt,OST,334.75,town,1,,26,3:0.052549;7:0.947451,2,
561,561-Shroom Valley.txt,KKN,1806.0,town,7,10,82,6:0.329921;8:0.670079,4,
562,562-Meostadt.txt,PRL,600.0,large_town,1,,42,3:0.616371;8:0.383629,2,
563,563-Celstor.txt,WAC,2968.27,town,1,7,82,1:0.753891;4:0.042329;8:0.203780,6,
564,564-Ezikat.txt,PTQ,2440.0,large_town,1,,4,0:0.006932;2:0.007042;6:0.986026,3,
565,565-Magnetischergeschwollen.txt,PTQ,2240.0,rural,1,,4,1:0.059827;2:0.026756;6:0.913418,3,
566,566-Boogenstadt.txt,PTQ,2660.0,pastoral,1,4,4,2:0.014702;6:0.985298,4,
567,567-Middenpaw.txt,PTQ,2280.0,large_town,1,4,4,1:0.366470;2:0.187292;6:0.446237,6,
568,568-Finstratus.txt,PTQ,1940.0,town,1,4,4,1:0.142431;2:0.015941;6:0.841627,6,
569,569-Zawrich.txt,IMF,1740.0,pastoral,1,4,4;72,6:1.000000,4,
570,570-Rosestadt.txt,IMF,1956.0,town,1,4,4;72,6:1.000000,4,
571,571-Point Ene.txt,NKC,3450.0,city,5,,74,6:0.287902;7:0.491603;8:0.220496,3,
572,572-Fort Nxeen.txt,NKC,3150.0,large_town,5,,74,6:0.194557;7:0.737732;8:0.067711,3,
573,573-Xoeken.txt,NKC,6570.0,metropolis,5,,74,6:0.084578;7:0.778993;8:0.136428,3,
574,574-Aeries.txt,NKC,4270.0,city,5,,74,6:0.097691;7:0.770349;8:0.131960,3,
575,575-Eeeeeee.txt,NKC,4670.0,city,5,,74,7:0.851992;8:0.148008,2,
576,576-Fort Keneexno.txt,NKC,3470.0,large_town,5,,74,6:0.184725;7:0.815275,2,
577,577-Pawrdeaux.txt,ELO,2900.0,large_city,1,,3,4:0.270900;5:0.128904;7:0.600197,3,
578,578-Binettestadt.txt,ELO,3100.0,city,1,,3,3:0.434783;8:0.565217,2,
579,579-Konnon.txt,ELO,1500.0,large_town,1,,3,2:0.725474;5:0.274526,2,
580,580-Catsden.txt,CLE,2100.0,town,1,,3,2:0.145453;7:0.854547,2,
581,581-Tigar.txt,CLE,3100.0,town,1,,3,2:0.017188;7:0.479825;8:0.502987,3,
582,582-Tigar.txt,CLE,3500.0,large_town,1,,3,3:0.109264;6:0.440320;8:0.450416,3,
583,583-Punchiestatdt.txt,CLE,1400.0,large_town,1,11,3,8:1.000000,2,
584,584-Mewbiere.txt,CLE,3100.0,large_town,1,,3,4:0.006279;6:0.707190;8:0.286531,3,
585,585-Neu-Atar.txt,FRA,1944.444,town,1,,27,2:1.000000,1,
586,586-Mah.txt,FRA,4250.0,city,1,,27;39,3:0.170207;5:0.687797;6:0.141996,6,
587,587-Katza.txt,FRA,7500.0,large_city,1,,27;39,3:0.196443;6:0.803557,4,
588,588-Katzi.txt,FRA,3380.0,city,1,,39,2:0.003023;5:0.010365;7:0.986612,3,
589,589-Batar.txt,FRA,2646.153,large_city,1,,27;39,0:0.757749;4:0.096439;5:0.145812,6,
590,590-Meownisberg.txt,FRA,5613.636,metropolis,1,,39,3:0.342028;4:0.215668;6:0.442304,3,
591,591-Sud-Himezulte.txt,HIM,1200.0,town,1,,44,3:0.069947;7:0.824457;8:0.105596,3,
592,592-Extremeowdura.txt,HIM,110.0,rural,1,,44,5:1.000000,1,
593,593-Meon.txt,MEO,17800.0,metropolis,1,3,45,3:0.140733;4:0.677581;6:0.181686,6,
594,594-Nordessenstaaten.txt,MEO,1700.0,city,1,3,45,3:0.027623;5:0.818823;7:0.153555,6,
595,595-Yarnis Bergen.txt,MEO,2500.0,city,1,7,45,4:0.094022;7:0.905978,4,
596,596-Luftkatzennia.txt,HIM,230.0,pastoral,1,,44,0:0.243293;7:0.699408;8:0.057299,3,
597,597-Sudflutstadt.txt,KPK,5280.0,large_city,1,,75,5:0.179487;7:0.820513,2,
598,598-Kattailwald.txt,KPK,2120.0,town,1,,75,0:0.409091;3:0.590909,2,
599,599-Wialletstadt.txt,KPK,5280.0,city,1,,75,2:0.346154;6:0.153846;8:0.500000,3,
600,600-Potkin.txt,POT,2300.0,city,1,,38,3:0.127959;6:0.358285;7:0.513756,3,
601,601-Neukatstadt.txt,NEU,3306.667,large_city,1,,38,6:0.037049;7:0.416805;8:0.546146,3,
602,602-Potkin.txt,NEU,3105.263,large_city,1,,39,7:0.263615;8:0.736385,2,
603,603-Meowmeow.txt,NEU,7900.0,large_city,1,,39,6:0.037762;7:0.157629;8:0.804609,3,
604,604-Mimimi.txt,NEU,7900.0,metropolis,1,,39;40,7:0.200328;8:0.799672,4,
605,605-Helo-Ouinie.txt,LMB,455.156,town,3,1,6,6:1.000000,2,
606,606-Nitros.txt,NMI,16800.0,megalopolis,8,1,52;75,9:1.000000,4,
607,607-Ajax.txt,NMI,9800.0,city,8,1,52;75,9:1.000000,4,
608,608-Kobalt.txt,NMI,9200.0,large_city,8,1,52;75,9:1.000000,4,
609,609-Valaros.txt,NMI,7200.0,city,8,1,52;75,9:1.000000,4,
610,610-Titanus.txt,NMI,9150.0,city,8,1,52;75,9:1.000000,4,
611,611-Cotedore.txt,KKN,1008.436,large_town,7,1,81;15,7:0.136990;8:0.863010,8,
612,612-Myriad.txt,NMI,6133.334,city,8,1,52;75,9:1.000000,4,
613,613-Sudbergen.txt,NMI,7200.0,city,8,1,52;45,9:1.000000,4,
614,614-Varinka.txt,WAC,3654.0,town,1,7,82,1:0.905066;3:0.082882;4:0.012052,6,
615,615-Lunre.txt,WAC,5110.0,large_town,1,7,82,1:0.781367;4:0.030147;7:0.188485,6,
616,616-Pawcegi.txt,WAC,5320.0,large_town,1,7,82,1:0.880835;3:0.095783;4:0.023382,6,
617,617-Teragoron.txt,KKN,12033.0,town,7,1,82,3:0.007711;6:0.080239;8:0.912050,6,
618,618-Shromar.txt,WAC,9940.0,rural,1,7,82,1:0.834452;4:0.021915;8:0.143633,6,
619,619-Brambaceg.txt,WAC,2646.0,town,1,7,82,1:0.903571;4:0.096429,4,
620,620-Tyukland.txt,ZUS,2140.0,town,4,1,72,2:0.003007;6:0.237744;7:0.759250,6,
621,621-Zuspaw.txt,ZUS,1940.0,town,4,1,72,0:0.023230;7:0.976770,4,
622,622-Qwydai.txt,ZUS,4100.0,large_town,4,,72,0:0.474652;2:0.525348,2,
623,623-Kandlejhood.txt,ZUS,6200.0,large_city,4,,72,2:0.006125;7:0.993875,2,
624,624-Daichester.txt,ZUS,3500.0,large_town,4,,72,2:0.007980;7:0.992020,2,
625,625-Central Zuspriland.txt,ZUS,1300.0,town,4,,72,6:0.303237;7:0.696763,2,
626,626-Blasterian Canal.txt,SOB,2200.0,city,1,2,28;21,0:0.969504;2:0.030496,8,
627,627-Minskbark.txt,SOB,2500.0,large_town,2,,28,0:0.907412;3:0.092588,2,
628,628-Brestbone.txt,SOB,3100.0,large_city,2,,28,4:0.077894;7:0.922106,2,
629,629-Grodnogrowl.txt,SOB,3100.0,large_city,2,1,28,0:0.868059;3:0.074113;6:0.057828,6,
630,630-Cutelogne.txt,SOB,6200.0,metropolis,1,2,28;21,0:0.950678;2:0.013002;7:0.036320,12,
631,631-Jimmygorod.txt,SOB,2100.0,large_town,2,,28,0:0.774468;4:0.004315;8:0.221217,3,
632,632-Barkdivostok.txt,SOB,2900.0,large_town,2,1,28,0:0.980945;4:0.019055,4,
633,633-Wolfgorod.txt,SOB,2200.0,large_town,2,,5;69,3:0.097869;7:0.098388;8:0.803743,6,
634,634-Samaruff.txt,SOB,2200.0,large_town,2,,5,0:0.677162;3:0.322838,2,
635,635-Barkzyr.txt,SOB,2100.0,large_town,2,,28;5,0:0.575880;2:0.020545;8:0.403575,6,
636,636-Dogno.txt,SOB,2100.0,large_town,2,,5,3:0.710182;7:0.289818,2,
637,637-Mogiluff.txt,SOB,2100.0,city,2,,5,2:0.673848;4:0.115063;7:0.211089,3,
638,638-Blasterburg.txt,SOB,2700.0,large_town,2,,5,2:0.246138;3:0.448880;7:0.304982,3,
639,639-Dobrushund.txt,SOB,2900.0,city,2,,5;69,0:0.850152;1:0.130953;3:0.018895,6,
640,640-Gomelhound.txt,SOB,3100.0,city,2,,5,0:0.986621;4:0.013379,2,
641,641-Barkel.txt,SOB,2200.0,city,2,,5;93,0:0.953885;2:0.015837;7:0.030278,6,
642,642-Carbarktsonnitz.txt,SOB,2350.0,city,2,1,29,0:0.892633;1:0.065708;2:0.041659,6,
643,643-Parat.txt,SOB,2150.0,city,2,1,29,0:0.860025;2:0.115758;3:0.024217,6,
644,644-Esmestadt.txt,MEC,5700.0,large_city,1,9,29,0:0.120000;1:0.140000;7:0.740000,6,
645,645-Mewssy.txt,PAW,2250.0,town,1,,40,5:0.830418;8:0.169582,2,
646,646-Meowntreal.txt,PAW,5200.0,metropolis,1,,40,2:0.400436;3:0.157269;6:0.442294,3,
647,647-Luxempaw.txt,PAW,4500.0,large_city,1,,40,2:0.043034;8:0.956966,2,
648,648-Nord-Pawris.txt,PAW,3200.0,large_town,1,,40,1:0.033944;3:0.518232;7:0.447824,3,
649,649-Nord-Ataril.txt,NAV,1900.0,large_town,1,,27,6:0.161917;7:0.838083,2,
650,650-Herzkat.txt,NKB,3100.0,town,1,,39,3:0.126585;7:0.873415,2,
651,651-Stronberg.txt,OST,1940.0,large_town,1,,25,4:0.049086;7:0.950914,2,
652,652-Pawllington.txt,NAV,3250.0,city,1,,27,6:0.231743;7:0.768257,2,
653,653-Kaisershafen.txt,SIL,2900.0,town,1,11,21;3,2:0.011969;6:0.485970;8:0.502060,12,
654,654-Derdoux.txt,SIL,2200.0,town,1,,21;3,3:0.060628;7:0.561590;8:0.377782,6,
655,655-Elowinien.txt,SIL,2550.0,town,1,,21;40,4:0.073881;7:0.232769;8:0.693350,6,
656,656-Kokostadt.txt,SIL,1900.0,town,1,,21;40,6:0.653845;8:0.346155,4,
657,657-Teuyaka.txt,SIL,3850.0,large_town,1,,21,1:0.999991;3:0.000005;7:0.000004,3,
658,658-Leipig.txt,SIL,4100.0,large_city,1,,21,2:0.134349;8:0.865651,2,
659,659-Challe.txt,SIL,3200.0,town,1,,21,2:0.084877;6:0.476645;8:0.438478,3,
660,660-Chantaw.txt,SIL,2210.0,rural,1,,21,1:0.999965;3:0.000007;6:0.000027,3,
661,661-Nordansicht.txt,SIL,1950.0,town,1,,21;38,7:0.396785;8:0.603215,4,
662,662-Wolfenstadt.txt,SIL,2210.0,large_town,1,,21;38,4:0.072505;6:0.927495,4,
663,663-Felineheim.txt,SIL,1720.0,town,1,,21;38,7:0.833821;8:0.166179,4,
664,664-Felinesiedlung.txt,SIL,2350.0,town,1,,21,0:0.066799;2:0.067914;6:0.865286,3,
665,665-Yarnfelde.txt,SIL,1750.0,town,1,,21,6:0.778651;8:0.221349,2,
666,666-Pawldrininsel Central.txt,IMF,125.0,rural,1,4,4,6:1.000000,2,
667,667-Southern Pawldrininsel.txt,IMF,145.0,rural,1,4,4,6:1.000000,2,
668,668-Eastern Pawldrinsel.txt,IMF,75.0,rural,1,4,4,6:1.000000,2,
679,679-Osmic Uplands.txt,KTZ,0.001,wasteland,,,99;21,4:0.120000;7:0.425860;8:0.454140,0,no resolvable starting species/culture; arrays left empty
701,701-Celestial Scar.txt,GAL,0.001,space,25,,98;71,1:0.680484;8:0.319516,1,
702,702-Showering Expanses.txt,KTN,0.001,space,19,,98;84,0:0.313342;2:0.686658,1,
703,703-Meerkognitiv.txt,ROQ,0.001,space,3,,98;6,4:1.000000,1,
704,704-Stormed Plateau.txt,ROQ,0.001,space,3,,98;6,4:0.677086;7:0.322914,1,
705,705-Meerdampf.txt,KTZ,0.001,space,,,98;21,3:0.200000;8:0.800000,0,no resolvable starting species/culture; arrays left empty
706,706-Rugged Mesa.txt,ROQ,0.001,space,3,,98;6,0:0.319379;4:0.680621,1,
707,707-Kattail Crater.txt,MON,0.001,space,,,98,6:0.259528;7:0.740472,0,no resolvable starting species/culture; arrays left empty
708,708-Delta of Hope.txt,MON,0.001,space,,,98,6:0.225567;7:0.774433,0,no resolvable starting species/culture; arrays left empty
709,709-Great Astral Bay.txt,MON,0.001,space,,,98,7:1.000000,0,no resolvable starting species/culture; arrays left empty
710,710-Cape of Doubt.txt,MON,0.001,space,,,98,6:0.194905;7:0.805095,0,no resolvable starting species/culture; arrays left empty
713,713-Clouded Rifts.txt,KTZ,0.001,space,,,98;21,5:0.120000;8:0.880000,0,no resolvable starting species/culture; arrays left empty
714,714-Kattail Kraters.txt,KTZ,0.001,space,,,98;21,6:0.200000;7:0.294140;8:0.505860,0,no resolvable starting species/culture; arrays left empty
715,715-Sindi.txt,KUS,3170.0,town,12,1,48,4:0.055995;5:0.859937;7:0.084068,6,
716,716-Tarva.txt,KUS,3020.0,large_town,12,1,20;48,2:0.278215;3:0.095408;6:0.626377,12,
717,717-Kohla.txt,KUS,2340.0,large_town,12,1,2;48,2:0.172855;7:0.827145,8,
718,718-Owaeville.txt,ROQ,8092.0,large_town,3,9,7;37,0:0.107709;4:0.839147;8:0.053144,12,
719,719-Cocopiegne.txt,ROQ,6426.0,town,3,1,6,4:0.765643;8:0.234357,4,
720,720-Xuhre.txt,ALK,1400.0,large_city,28,3,46;47,0:0.079435;2:0.119152;6:0.801413,12,
721,721-Ailesainque.txt,ALK,600.0,town,28,3,46,4:0.185348;6:0.814652,4,
722,722-Midi-Viennadie.txt,ROQ,4047.668,city,3,,58,4:0.742594;8:0.257406,2,
723,723-Illiberie.txt,ROQ,4753.0,town,3,,6,4:0.937283;7:0.046242;8:0.016475,3,
724,724-Vasiekoi.txt,ROQ,4801.568,city,3,,7,0:0.128410;4:0.779564;8:0.092026,3,
725,725-Bremareton.txt,MCF,2143.75,town,13,,50,3:0.025971;7:0.509242;8:0.464787,3,
726,726-Galloping Crossing.txt,MCF,7570.0,large_town,13,,94,2:0.087780;7:0.912220,2,
727,727-Shady Creek.txt,MCF,6270.0,town,13,,11,1:0.119164;4:0.053229;7:0.827607,3,
728,728-High Hill.txt,MCF,6520.0,town,13,,49;11,2:0.048319;5:0.229230;7:0.722451,6,
729,729-Northern Pegasia.txt,MCF,5220.0,town,13,,11,3:0.166179;4:0.122417;7:0.711403,3,
730,730-Celestadt.txt,FSR,11420.0,megalopolis,1,3,20;6,3:0.075846;6:0.185129;7:0.739025,12,
731,731-Bordeleau.txt,PER,16030.0,megalopolis,3,9,7,3:0.024810;4:0.004371;6:0.970819,6,
732,732-Oueston.txt,PER,7490.0,large_town,3,9,7,3:0.553603;4:0.446397,4,
