[13:11:52][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3368690477.mod line: 7
Collection empty must define a name: collection:faction_states_in_the_nordics, near line: 929" in file: "common/factions/goals/faction_manifests.txt" near line: 929
[13:12:00][no_game_date][faction_goal.cpp:85]: faction_manifest_nordic_defence: is_manifest is set, but ratio_progress is empty
[13:12:00][no_game_date][pdx_parser.h:2201]: Error: "Collection input type is empty: collection:controllable_mare_nostrum_states, near line: 955
Collection empty must define a name: collection:controllable_mare_nostrum_states, near line: 955" in file: "common/factions/goals/faction_manifests.txt" near line: 955
[13:12:00][no_game_date][pdx_parser.h:2201]: Error: "Collection input type is empty: collection:faction_controlled_mare_nostrum_states, near line: 956
Collection empty must define a name: collection:faction_controlled_mare_nostrum_states, near line: 956" in file: "common/factions/goals/faction_manifests.txt" near line: 956
[13:12:00][no_game_date][faction_goal.cpp:85]: faction_manifest_mare_nostrum: is_manifest is set, but ratio_progress is empty
[13:12:00][no_game_date][pdx_parser.h:2201]: Error: "Collection input type is empty: collection:controllable_pax_romana_states, near line: 983
Collection empty must define a name: collection:controllable_pax_romana_states, near line: 983" in file: "common/factions/goals/faction_manifests.txt" near line: 983
[13:12:00][no_game_date][pdx_parser.h:2201]: Error: "Collection input type is empty: collection:faction_controlled_pax_romana_states, near line: 984
Collection empty must define a name: collection:faction_controlled_pax_romana_states, near line: 984" in file: "common/factions/goals/faction_manifests.txt" near line: 984
[13:12:00][no_game_date][faction_goal.cpp:85]: faction_manifest_pax_romana: is_manifest is set, but ratio_progress is empty
[13:12:00][no_game_date][pdx_parser.h:2201]: Error: "Collection input type is empty: collection:comintern_controllable_border_states, near line: 1022
Collection empty must define a name: collection:comintern_controllable_border_states, near line: 1022" in file: "common/factions/goals/faction_manifests.txt" near line: 1022
[13:12:00][no_game_date][pdx_parser.h:2201]: Error: "Collection input type is empty: collection:comintern_controlled_border_states, near line: 1023
Collection empty must define a name: collection:comintern_controlled_border_states, near line: 1023" in file: "common/factions/goals/faction_manifests.txt" near line: 1023
[13:12:00][no_game_date][faction_goal.cpp:85]: faction_manifest_security_through_expansion: is_manifest is set, but ratio_progress is empty
[13:12:00][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_strategic_bombing_campaign: , near line: 260" in file: "common/factions/templates/generic_factions.txt" near line: 260
[13:12:00][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_industrial_domination: , near line: 370" in file: "common/factions/templates/generic_factions.txt" near line: 370
[13:12:00][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_liberate_territory: , near line: 260" in file: "common/factions/templates/unique_minor_factions.txt" near line: 260
[13:12:00][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_liberate_territory: , near line: 284" in file: "common/factions/templates/unique_minor_factions.txt" near line: 284
[13:12:00][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_liberate_territory: , near line: 308" in file: "common/factions/templates/unique_minor_factions.txt" near line: 308
[13:12:00][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_liberate_territory: , near line: 512" in file: "common/factions/templates/unique_minor_factions.txt" near line: 512
[13:12:00][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_liberate_territory: , near line: 538" in file: "common/factions/templates/unique_minor_factions.txt" near line: 538
[13:12:00][no_game_date][musicmanager.cpp:137]: Missing music_station faceplate GUI component containerWindowType with name: sabaton_faceplate
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named hearts_of_iron
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named night_witches
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named primo_victoria
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named stalingrad
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named wolfpack
[13:12:00][no_game_date][musicmanager.cpp:137]: Missing music_station faceplate GUI component containerWindowType with name: sabaton_faceplate
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named fourty_to_one
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named coat_of_arms
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named ghost_division
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named panzerkampf
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named resist_and_bite
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named screaming_eagles
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named smoking_snakes
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named the_last_battle
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named to_hell_and_back
[13:12:00][no_game_date][pdx_audio.cpp:1369]: Could not find music named uprising
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4549 ship_hull_cruiser. use var:var_name to explicitly use variables in effects/triggers
[13:12:00][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4558 ship_hull_heavy. use var:var_name to explicitly use variables in effects/triggers
[13:12:00][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4567 ship_hull_heavy. use var:var_name to explicitly use variables in effects/triggers
[13:12:00][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4576 ship_hull_heavy. use var:var_name to explicitly use variables in effects/triggers
[13:12:00][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_guis/cat.txt line: 133 ship_hull_cruiser. use var:var_name to explicitly use variables in effects/triggers
[13:12:00][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_guis/cat.txt line: 137 ship_hull_heavy. use var:var_name to explicitly use variables in effects/triggers
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1267
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1267" in file: "common/scripted_guis/cpt.txt" near line: 1267
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1299
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1299" in file: "common/scripted_guis/cpt.txt" near line: 1299
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1331
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1331" in file: "common/scripted_guis/cpt.txt" near line: 1331
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1363
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1363" in file: "common/scripted_guis/cpt.txt" near line: 1363
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1395
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1395" in file: "common/scripted_guis/cpt.txt" near line: 1395
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1426
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1426" in file: "common/scripted_guis/cpt.txt" near line: 1426
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1446
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1446" in file: "common/scripted_guis/cpt.txt" near line: 1454
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1466
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1466" in file: "common/scripted_guis/cpt.txt" near line: 1474
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1486
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1486" in file: "common/scripted_guis/cpt.txt" near line: 1494
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1506
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1506" in file: "common/scripted_guis/cpt.txt" near line: 1514
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1526
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1526" in file: "common/scripted_guis/cpt.txt" near line: 1534
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1546
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1546" in file: "common/scripted_guis/cpt.txt" near line: 1554
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1566
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1566" in file: "common/scripted_guis/cpt.txt" near line: 1574
[13:12:00][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1586
[13:12:00][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1586" in file: "common/scripted_guis/cpt.txt" near line: 1594
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:185 Invalid resource: coal: type, near line: 186" in file: "common/scripted_guis/rmt.txt" near line: 188
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:248 Invalid resource: coal: type, near line: 249" in file: "common/scripted_guis/rmt.txt" near line: 251
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:325 Invalid resource: coal: type, near line: 326" in file: "common/scripted_guis/rmt.txt" near line: 328
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:388 Invalid resource: coal: type, near line: 389" in file: "common/scripted_guis/rmt.txt" near line: 391
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:465 Invalid resource: coal: type, near line: 466" in file: "common/scripted_guis/rmt.txt" near line: 468
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:528 Invalid resource: coal: type, near line: 529" in file: "common/scripted_guis/rmt.txt" near line: 531
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:605 Invalid resource: coal: type, near line: 606" in file: "common/scripted_guis/rmt.txt" near line: 608
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:668 Invalid resource: coal: type, near line: 669" in file: "common/scripted_guis/rmt.txt" near line: 671
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:745 Invalid resource: coal: type, near line: 746" in file: "common/scripted_guis/rmt.txt" near line: 748
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:812 Invalid resource: coal: type, near line: 813" in file: "common/scripted_guis/rmt.txt" near line: 815
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:893 Invalid resource: coal: type, near line: 894" in file: "common/scripted_guis/rmt.txt" near line: 896
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:960 Invalid resource: coal: type, near line: 961" in file: "common/scripted_guis/rmt.txt" near line: 963
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:1041 Invalid resource: coal: type, near line: 1042" in file: "common/scripted_guis/rmt.txt" near line: 1044
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:1108 Invalid resource: coal: type, near line: 1109" in file: "common/scripted_guis/rmt.txt" near line: 1111
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:1189 Invalid resource: coal: type, near line: 1190" in file: "common/scripted_guis/rmt.txt" near line: 1192
[13:12:00][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[13:12:00][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:1256 Invalid resource: coal: type, near line: 1257" in file: "common/scripted_guis/rmt.txt" near line: 1259
[13:12:00][no_game_date][faction_rule.cpp:52]: Peace action modifier 'faction_rule_modifier_encourage_puppet' referenced in 'faction_peace_rule_puppeting_focus' is missing or is not a faction modifier (NOTE: peace action modifiers used by faction rules must use 'faction_modifier = yes')
[13:12:00][no_game_date][faction_rule.cpp:52]: Peace action modifier 'faction_rule_modifier_discourage_puppet' referenced in 'faction_peace_rule_no_puppeting' is missing or is not a faction modifier (NOTE: peace action modifiers used by faction rules must use 'faction_modifier = yes')
[13:12:00][no_game_date][faction_rule.cpp:52]: Peace action modifier 'faction_rule_modifier_encourage_liberate' referenced in 'faction_peace_rule_liberation_focus' is missing or is not a faction modifier (NOTE: peace action modifiers used by faction rules must use 'faction_modifier = yes')
[13:12:00][no_game_date][faction_rule.cpp:52]: Peace action modifier 'faction_rule_modifier_encourage_force_government' referenced in 'faction_peace_rule_ideology_focus' is missing or is not a faction modifier (NOTE: peace action modifiers used by faction rules must use 'faction_modifier = yes')
[13:12:00][no_game_date][faction_rule.cpp:52]: Peace action modifier 'faction_rule_modifier_encourage_take_states' referenced in 'faction_peace_rule_conquest_focus' is missing or is not a faction modifier (NOTE: peace action modifiers used by faction rules must use 'faction_modifier = yes')
[13:12:00][no_game_date][faction_rule.cpp:52]: Peace action modifier 'faction_rule_modifier_encourage_take_claimed_states' referenced in 'faction_peace_take_claimed_focus' is missing or is not a faction modifier (NOTE: peace action modifiers used by faction rules must use 'faction_modifier = yes')
[13:12:00][no_game_date][faction_rule.cpp:52]: Peace action modifier 'faction_rule_modifier_encourage_chinese_states' referenced in 'faction_peace_china_focus' is missing or is not a faction modifier (NOTE: peace action modifiers used by faction rules must use 'faction_modifier = yes')
[13:12:00][no_game_date][equipment_database.cpp:648]: ship_hull_escort_carrier is in script enum script_enum_equipment_bonus_type but is not an equipment type (cf. game/common/units/equipment) nor an equipment category (cf. script_enum_equipment_category)
[13:12:00][no_game_date][equipment_database.cpp:648]: ship_hull_cruiser is in script enum script_enum_equipment_bonus_type but is not an equipment type (cf. game/common/units/equipment) nor an equipment category (cf. script_enum_equipment_category)
[13:12:00][no_game_date][equipment_database.cpp:648]: ship_hull_torpedo_cruiser is in script enum script_enum_equipment_bonus_type but is not an equipment type (cf. game/common/units/equipment) nor an equipment category (cf. script_enum_equipment_category)
[13:12:00][no_game_date][equipment_database.cpp:648]: ship_hull_cruiser_coastal_defense_ship is in script enum script_enum_equipment_bonus_type but is not an equipment type (cf. game/common/units/equipment) nor an equipment category (cf. script_enum_equipment_category)
[13:12:00][no_game_date][equipment_database.cpp:648]: ship_hull_heavy is in script enum script_enum_equipment_bonus_type but is not an equipment type (cf. game/common/units/equipment) nor an equipment category (cf. script_enum_equipment_category)
[13:12:00][no_game_date][equipment_database.cpp:648]: ship_hull_midget_submarine is in script enum script_enum_equipment_bonus_type but is not an equipment type (cf. game/common/units/equipment) nor an equipment category (cf. script_enum_equipment_category)
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: cavity_magnatron. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: phased_array. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: monopulse_radar. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: cavity_magnatron. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: phased_array. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: monopulse_radar. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: nuclear_reactor. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: nuclear_reactor. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: cavity_magnatron. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: phased_array. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: monopulse_radar. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: cavity_magnatron. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: phased_array. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: monopulse_radar. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: nuclear_reactor. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][database_scoped_variables.cpp:266]: invalid database object for effect/trigger: nuclear_reactor. use var:var_name to explicitly use variables in effects/triggers
[13:12:01][no_game_date][triggerimplementation.cpp:3608]: Invalid focus scripted in trigger. has_completed_focus = FRA_the_council_of_rambouillet (music/lar_preorder_songs.txt:17: has_completed_focus)
[13:12:01][no_game_date][trigger.cpp:117]: Trigger failed to validate: music/lar_preorder_songs.txt:17: has_completed_focus
[13:12:01][no_game_date][triggerimplementation.cpp:10326]: Failed to find autonomy_state: autonomy_wtt_imperial_protectorate for has_autonomy_state trigger.
[13:12:01][no_game_date][trigger.cpp:117]: Trigger failed to validate: common/scripted_localisation/cpt_loc.txt:74: has_autonomy_state
[13:12:01][no_game_date][triggerimplementation.cpp:10326]: Failed to find autonomy_state: autonomy_wtt_imperial_associate for has_autonomy_state trigger.
[13:12:01][no_game_date][trigger.cpp:117]: Trigger failed to validate: common/scripted_localisation/cpt_loc.txt:80: has_autonomy_state
[13:12:01][no_game_date][triggerimplementation.cpp:10326]: Failed to find autonomy_state: autonomy_wtt_imperial_subject for has_autonomy_state trigger.
[13:12:01][no_game_date][trigger.cpp:117]: Trigger failed to validate: common/scripted_localisation/cpt_loc.txt:86: has_autonomy_state
[13:12:01][no_game_date][effect.cpp:811]: common/doctrines/subdoctrines/land/combat_support_subdoctrines.txt:263: add_tech_bonus: Unknown technology category helicopter_tech
[13:12:02][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4549 ship_hull_cruiser. use var:var_name to explicitly use variables in effects/triggers
[13:12:02][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4558 ship_hull_heavy. use var:var_name to explicitly use variables in effects/triggers
[13:12:02][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4567 ship_hull_heavy. use var:var_name to explicitly use variables in effects/triggers
[13:12:02][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4576 ship_hull_heavy. use var:var_name to explicitly use variables in effects/triggers
[13:12:02][no_game_date][gameitemdatabase.h:323]: 4 errors.
[13:12:02][no_game_date][gameitemdatabase.h:335]: =============================
[13:12:05][no_game_date][gameapplication.cpp:842]: The game has loc key collisions. Check logs/text.log for more details
[13:12:09][0100.01.01.12][gui.cpp:931]: Undefined GUI_TYPE: change_background - This will most likely crash the game
[13:12:09][0100.01.01.12][gui.cpp:409]: Error: Failed to create containerWindowType "change_background".
[13:12:09][0100.01.01.12][containerwindow.cpp:991]:  (line -1 ): Could not find "background_selection" in window 
[13:12:09][0100.01.01.12][containerwindow.cpp:991]:  (line -1 ): Could not find "background_selection_list" in window 
[13:12:09][0100.01.01.12][containerwindow.cpp:983]:  (line -1 ): Could not find "available_backgrounds" in window 
[13:12:09][0100.01.01.12][containerwindow.cpp:927]:  (line -1 ): Could not find "select_all_checkbox" in window 
[13:12:09][0100.01.01.12][containerwindow.cpp:1026]:  (line -1 ): Could not find "change_background_button" in window 
[13:12:11][0100.01.01.12][containerwindow.cpp:1026]: interface/frontendgamesetupview.gui (line 127 ): Could not find "country_shine" in window country_entry
[13:12:11][0100.01.01.12][containerwindow.cpp:1026]: interface/frontendgamesetupview.gui (line 127 ): Could not find "country_shine" in window country_entry
[13:12:11][0100.01.01.12][containerwindow.cpp:1026]: interface/frontendgamesetupview.gui (line 127 ): Could not find "country_shine" in window country_entry
[13:12:15][0100.01.01.12][equipmentvariant.cpp:1066]: Country "TAK" does not have any equipment variant for type "train_equipment" (selecting latest version) created by "TAK".
[13:12:15][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_tank_artillery_chassis belonging to Commonwealth of Katteneiland
[13:12:15][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_tank_aa_chassis belonging to Commonwealth of Katteneiland
[13:12:15][0100.01.01.12][equipmentpool.cpp:1517]: Trying to fill variant where none exist from type: medium_tank_destroyer_chassis belonging to Commonwealth of Katteneiland
[13:12:15][0100.01.01.12][unit.cpp:3626]: 1. Gemechaniseerde Divisie "Nieuw Pawsterdam's Finest" ( KTN ) unit in 19386 has locked equipment requirements: medium_tank_artillery_chassis, medium_tank_aa_chassis, medium_tank_destroyer_chassis, , needed by subunit(s) in template "Gemechaniseerde-Infanterie".
[13:12:16][0100.01.01.12][gui.cpp:931]: Undefined GUI_TYPE: sabaton_stations_entry - This will most likely crash the game
[13:12:16][0100.01.01.12][musicplayerview.cpp:63]: Missing music_station_entry GUI component containerWindowType with name: sabaton_stations_entry
[13:12:16][0100.01.01.12][graphics.cpp:1345]: Failed to create gui object. Could not find sprite type [GFX_province_landmark_bg]
[13:12:16][0100.01.01.12][graphics.cpp:1345]: Failed to create gui object. Could not find sprite type [GFX_province_landmark_damage_bar]
[13:12:16][0100.01.01.12][graphics.cpp:1345]: Failed to create gui object. Could not find sprite type [GFX_province_landmark_bg]
[13:12:16][0100.01.01.12][graphics.cpp:1345]: Failed to create gui object. Could not find sprite type [GFX_province_landmark_damage_bar]
[13:12:16][0100.01.01.12][gfx_dds_loader.cpp:325]: Expected more data in the texture mipmaps than was actually present in file "gfx/interface/technologies/lok_light_chemical_rocket_0.dds"
[13:12:16][0100.01.01.12][gfx_dds_loader.cpp:325]: Expected more data in the texture mipmaps than was actually present in file "gfx/interface/technologies/lok_heavy_chemical_rocket_0.dds"
[13:12:16][0100.01.01.12][gfx_dds_loader.cpp:325]: Expected more data in the texture mipmaps than was actually present in file "gfx/interface/technologies/lok_light_chemical_rocket_1.dds"
[13:12:16][0100.01.01.12][gfx_dds_loader.cpp:325]: Expected more data in the texture mipmaps than was actually present in file "gfx/interface/technologies/lok_heavy_chemical_rocket_1.dds"
[13:12:16][0100.01.01.12][gfx_dds_loader.cpp:325]: Expected more data in the texture mipmaps than was actually present in file "gfx/interface/technologies/lok_nerva_rocket.dds"
[13:12:16][0100.01.01.12][graphics.cpp:1345]: Failed to create gui object. Could not find sprite type [GFX_mobile_warfare_medium]
[13:12:17][0100.01.01.12][gfx_dds_loader.cpp:325]: Expected more data in the texture mipmaps than was actually present in file "gfx/event_pictures/report_event_kattail.dds"
