
units= {
	fleet = {
		name = "Battle Force"			
		naval_base = 12651
		task_force = {
			ship = { name = "KTS Lörrachine" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Lörrach + Feline
			ship = { name = "KTS Bad Kreuznachat" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Bad Kreuznach + Cat
			ship = { name = "KTS Bergkamenyx" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Bergkamen + Lynx
			ship = { name = "KTS Frankenthalion" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Frankenthal + Lion
			ship = { name = "KTS Rheda-Wiedenbrückat" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Rheda-Wiedenbrück + Cat
			ship = { name = "KTS Stadeow" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Stade + Meow
			ship = { name = "KTS Albstadtabby" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Albstadt + Tabby
			ship = { name = "KTS Gronaup" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Gronau + Nap/Up?
			ship = { name = "KTS Leonbergrowl" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Leonberg + Growl
			ship = { name = "KTS Bornheimew" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Bornheim + Mew
			ship = { name = "KTS Straubingrowl" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Straubing + Growl
			ship = { name = "KTS Dülmenap" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Dülmen + Nap
			ship = { name = "KTS Hennefeline" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Hennef + Feline
			ship = { name = "KTS Melleow" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Melle + Meow
			ship = { name = "KTS Sankt Ingbertom" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Sankt Ingbert + Tom
			ship = { name = "KTS Wittenbergcat" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Wittenberg + Cat
			ship = { name = "KTS Halberstadtabby" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Halberstadt + Tabby
			ship = { name = "KTS Wismarow" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Wismar + Meow/Growl?
			ship = { name = "KTS Stendalynx" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Stendal + Lynx
			ship = { name = "KTS Sangerhausenap" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Sangerhausen + Nap
			ship = { name = "KTS Naumburgcat" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Naumburg + Cat
			ship = { name = "KTS Salzwedelion" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Salzwedel + Lion
			ship = { name = "KTS Perlebergcat" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Perleberg + Cat
			ship = { name = "KTS Pritzwalkit" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Pritzwalk + Kit
			ship = { name = "KTS Finsterwaldeow" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Finsterwalde + Meow
			ship = { name = "KTS Calaucat" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Calau + Cat
			ship = { name = "KTS Teltowabby" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Teltow + Tabby
			ship = { name = "KTS Chatlons" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Châlons-en-Champagne + Chat
			ship = { name = "KTS Meowcon" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Mâcon + Meow
			ship = { name = "KTS Pawbi" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Albi + Paw
			ship = { name = "KTS Clawoges" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Limoges + Claw
			ship = { name = "KTS Vannescratch" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Vannes + Scratch
			ship = { name = "KTS Beastia" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Bastia + Beast
			ship = { name = "KTS Whiskerbes" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Tarbes + Whisker
			ship = { name = "KTS Tailon" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Toulon + Tail
			ship = { name = "KTS Napcy" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Nancy + Nap
			ship = { name = "KTS Chartrescratch" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Chartres + Scratch
			ship = { name = "KTS Bourgesleep" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Bourges + Sleep
			ship = { name = "KTS Growlence" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Valence + Growl
			ship = { name = "KTS Saint-Meownazaire" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Saint-Nazaire + Meow
			ship = { name = "KTS Yowlonne" definition = destroyer equipment = { destroyer_2 = { amount = 1 owner = NAV } } } # Bayonne + Yowl

			# --- Submarines (80) ---
			ship = { name = "KTS DeepPurrlin" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Berlin + Deep Purr
			ship = { name = "KTS Shadowburg" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Hamburg + Shadow
			ship = { name = "KTS Silentich" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Munich + Silent
			ship = { name = "KTS Lurköln" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Köln + Lurk
			ship = { name = "KTS Franksub" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Frankfurt + Sub
			ship = { name = "KTS Stuttgark" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Stuttgart + Shark/Dark?
			ship = { name = "KTS Dusselfin" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Düsseldorf + Fin
			ship = { name = "KTS Dorthide" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Dortmund + Hide
			ship = { name = "KTS Essenkelp" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Essen + Kelp
			ship = { name = "KTS Leipzink" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Leipzig + Sink/Zinc?
			ship = { name = "KTS Bremurrky" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Bremen + Murky
			ship = { name = "KTS Dresdive" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Dresden + Dive
			ship = { name = "KTS Hannhovercraft" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Hanover + Hovercraft (ironic?) / Croft (Cave)?
			ship = { name = "KTS Nurembottom" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Nürnberg + Bottom
			ship = { name = "KTS Duisburge" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Duisburg + Submerge
			ship = { name = "KTS Bochurkl" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Bochum + Lurk
			ship = { name = "KTS Wuppersub" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Wuppertal + Sub
			ship = { name = "KTS Bielefall" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Bielefeld + Fall (Dive)
			ship = { name = "KTS Bondive" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Bonn + Dive
			ship = { name = "KTS Munstealth" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Münster + Stealth
			ship = { name = "KTS Karlsrune" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Karlsruhe + Rune (Quiet/Secret)
			ship = { name = "KTS Mannhide" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Mannheim + Hide
			ship = { name = "KTS Augsubmerged" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Augsburg + Submerged
			ship = { name = "KTS Wiesbadeep" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Wiesbaden + Deep
			ship = { name = "KTS Gelsenkirchenkelp" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Gelsenkirchen + Kelp
			ship = { name = "KTS Mönchgladbark" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Mönchengladbach + Dark/Bark?
			ship = { name = "KTS Braunshadow" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Braunschweig + Shadow
			ship = { name = "KTS Chemnitzink" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Chemnitz + Sink
			ship = { name = "KTS Kieldepth" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Kiel + Depth
			ship = { name = "KTS Aachabyss" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Aachen + Abyss
			ship = { name = "KTS Hallurk" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Halle + Lurk
			ship = { name = "KTS Magdeburrow" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Magdeburg + Burrow
			ship = { name = "KTS Freidive" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Freiburg + Dive
			ship = { name = "KTS Krefeldoze" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Krefeld + Doze
			ship = { name = "KTS Lübeckon" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Lübeck + Beckon (Lure?)
			ship = { name = "KTS Oberhide" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Oberhausen + Hide
			ship = { name = "KTS Erfjord" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Erfurt + Fjord
			ship = { name = "KTS Mainzink" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Mainz + Sink
			ship = { name = "KTS Rostalk" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Rostock + Stalk
			ship = { name = "KTS Kassleep" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Kassel + Sleep
			ship = { name = "KTS Hagsink" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Hagen + Sink
			ship = { name = "KTS Hamhide" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Hamm + Hide
			ship = { name = "KTS Saarbrook" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Saarbrücken + Brook (Stream/Quiet?)
			ship = { name = "KTS Mülhide" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Mülheim + Hide
			ship = { name = "KTS Potsdeep" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Potsdam + Deep
			ship = { name = "KTS Ludwigshafenight" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Ludwigshafen + Night
			ship = { name = "KTS Oldenburrow" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Oldenburg + Burrow
			ship = { name = "KTS Osnaburkl" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Osnabrück + Lurk
			ship = { name = "KTS Leverkusion" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Leverkusen + Illusion
			ship = { name = "KTS Heidelhide" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Heidelberg + Hide
			ship = { name = "KTS Solinghost" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Solingen + Ghost
			ship = { name = "KTS Darmstealth" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Darmstadt + Stealth
			ship = { name = "KTS Herneap" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Herne + Neap (Tide)/Nap?
			ship = { name = "KTS Neussilent" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Neuss + Silent
			ship = { name = "KTS Regensburrow" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Regensburg + Burrow
			ship = { name = "KTS Paderbornight" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Paderborn + Night
			ship = { name = "KTS Ingolstealth" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Ingolstadt + Stealth
			ship = { name = "KTS Offenbenthic" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Offenbach + Benthic
			ship = { name = "KTS Würzburrow" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Würzburg + Burrow
			ship = { name = "KTS Fürthend" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Fürth + End (Deep end?)
			ship = { name = "KTS Ulurk" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Ulm + Lurk
			ship = { name = "KTS Heilbronight" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Heilbronn + Night
			ship = { name = "KTS Pforzhide" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Pforzheim + Hide
			ship = { name = "KTS Wolfsburrow" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Wolfsburg + Burrow
			ship = { name = "KTS Göttinglide" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Göttingen + Glide
			ship = { name = "KTS Bottroprowl" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Bottrop + Prowl
			ship = { name = "KTS Trisker" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Trier + Whisker/Risk?
			ship = { name = "KTS Recklinglurk" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Recklinghausen + Lurk
			ship = { name = "KTS Reutlinglide" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Reutlingen + Glide
			ship = { name = "KTS Bremerhide" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Bremerhaven + Hide
			ship = { name = "KTS Koblurk" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Koblenz + Lurk
			ship = { name = "KTS Bergischatten" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Bergisch Gladbach + Schatten (Shadow)
			ship = { name = "KTS Jenight" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Jena + Night
			ship = { name = "KTS Remschadow" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Remscheid + Shadow
			ship = { name = "KTS Erlanglide" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Erlangen + Glide
			ship = { name = "KTS Moersea" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Moers + Sea
			ship = { name = "KTS Sieglenk" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Siegen + Lenken (Steer) / Silent?
			ship = { name = "KTS Hildeshadow" definition = submarine equipment = { submarine_2 = { amount = 1 owner = NAV } } } # Hildesheim + Shadow
		}
	}
} 
#########################
## STARTING PRODUCTION ##
#########################
instant_effect = {
}

#####################
