state_id,file,owner,population_k,category,species_shares,culture_shares,politics,warnings
334,334-State_334.txt,RSA,130.0,town,3:1.000000,7:1.000000,4:0.747692;5:0.252308,
336,336-State_336.txt,ALK,2590.0,metropolis,28:0.715077;3:0.284923,46:0.441677;47:0.558323,3:0.085876;6:0.742373;7:0.171751,
337,337-State_337.txt,TEN,6710.0,town,3:0.682059;0:0.317941,66:1.000000,1:0.043816;4:0.022127;7:0.934058,
338,338-Albathorn.txt,SMP,4815.966,large_town,44:1.000000,86:1.000000,1:0.463756;2:0.023194;6:0.513049,
339,339-State_339.txt,PLR,220.0,town,15:1.000000,33:1.000000,1:1.000000,
340,340-State_340.txt,TAK,31.5,rural,3:1.000000,36:1.000000,4:1.000000,
341,341-State_341.txt,IZW,1170.0,town,59:1.000000,62:1.000000,1:0.211910;2:0.788090,
342,342-Ornistralia.txt,SMP,3548.798,town,44:1.000000,86:1.000000,2:0.012576;5:0.918550;7:0.068874,
343,343-State_343.txt,RSA,280.0,pastoral,15:0.720700;3:0.279300,33:1.000000,3:0.248929;4:0.751071,
344,344-State_344.txt,PLR,650.0,town,15:1.000000,33:1.000000,1:0.958787;2:0.034311;4:0.006903,
346,346-State_346.txt,FST,2250.0,town,1:1.000000,60:0.539484;61:0.460516,3:0.204482;4:0.294530;5:0.500988,
347,347-State_347.txt,TAK,86.0,rural,3:1.000000,36:1.000000,5:1.000000,
349,349-State_349.txt,TAK,1900.0,metropolis,3:1.000000,36:1.000000,3:0.176471;6:0.141176;7:0.682353,
350,350-State_350.txt,RST,1400.0,town,3:1.000000,67:1.000000,1:0.880745;4:0.119255,
351,351-State_351.txt,SOF,880.0,town,32:1.000000,18:1.000000,1:0.527535;7:0.472465,
352,352-Plateire.txt,SMP,4116.123,large_town,44:1.000000,86:1.000000,2:0.001997;5:0.908733;6:0.089270,
353,353-West Dazhungli.txt,PAN,2660.0,town,60:1.000000,79:1.000000,4:0.044099;7:0.955901,
354,354-State_354.txt,TEN,5450.0,large_town,3:0.673816;0:0.326184,66:1.000000,4:0.032462;6:0.077177;7:0.890361,
355,355-State_355.txt,SOF,1030.0,rural,32:1.000000,18:1.000000,4:0.440111;8:0.559889,
356,356-State_356.txt,SLR,8840.0,large_city,3:1.000000,56:1.000000,0:0.652284;2:0.266064;5:0.081652,
357,357-State_357.txt,TEN,6710.0,town,3:0.628107;0:0.371893,66:1.000000,0:0.130458;2:0.084146;6:0.785397,
358,358-State_358.txt,KEP,3100.0,town,3:1.000000,58:0.460849;59:0.539151,3:0.290521;4:0.567081;6:0.142398,
359,359-State_359.txt,PLR,460.0,town,15:1.000000,31:1.000000,1:0.922355;4:0.077645,
360,360-Novanada.txt,SMP,3614.283,town,44:0.741577;34:0.258423,86:1.000000,2:0.007063;5:0.992937,
361,361-State_361.txt,MUL,2000.0,town,45:0.741816;44:0.258184,89:1.000000,4:0.182766;6:0.675773;8:0.141461,
363,363-State_363.txt,KEP,1902.0,town,3:1.000000,56:0.493939;58:0.506061,5:0.110239;7:0.889761,
364,364-State_364.txt,KEP,1582.223,town,3:1.000000,58:1.000000,3:0.426728;4:0.573272,
365,365-State_365.txt,SOF,4380.0,town,32:1.000000,18:1.000000,3:0.034424;6:0.241001;7:0.724575,
366,366-State_366.txt,SOF,10.0,rural,32:1.000000,18:1.000000,1:0.204803;5:0.795197,
368,368-State_368.txt,SOF,10.0,rural,32:1.000000,18:1.000000,6:0.269817;7:0.730183,
369,369-State_369.txt,SOF,2060.0,large_city,32:1.000000,18:1.000000,3:0.060264;7:0.939736,
370,370-State_370.txt,KEP,4576.0,city,3:1.000000,58:1.000000,3:0.134921;4:0.677833;7:0.187247,
371,371-Greater_Thamplatin_Area.txt,SMP,12386.992,metropolis,44:1.000000,86:1.000000,2:0.000775;5:0.979499;7:0.019726,
372,372-Southumberland.txt,SMP,3423.371,town,44:1.000000,86:1.000000,0:0.598393;2:0.052643;8:0.348964,
374,374-Clawlogne.txt,KTN,3171.866,large_city,19:0.605020;34:0.394980,84:1.000000,1:0.603442;2:0.396558,
375,375-Atarbuhl.txt,SIL,1120.0,town,1:1.000000,21:0.513934;38:0.486066,6:0.632564;7:0.367436,
377,377-State_377.txt,PLR,140.0,rural,15:1.000000,31:1.000000,2:0.705530;8:0.294470,
379,379-Lake_District.txt,SMP,5537.753,large_city,44:1.000000,86:1.000000,2:0.003138;5:0.565327;6:0.431534,
380,380-Platishire.txt,SMP,5258.426,large_town,44:1.000000,86:1.000000,2:0.233164;7:0.627698;8:0.139138,
381,381-State_381.txt,KAR,250.0,town,15:1.000000,35:1.000000,6:0.170656;7:0.829344,
382,382-Meowhattan.txt,KTN,8497.443,megalopolis,19:1.000000,84:0.512230;85:0.487770,2:0.859476;6:0.082008;7:0.058516,
383,383-State_383.txt,KEP,6536.0,large_town,3:1.000000,23:0.498072;58:0.501928,0:0.176124;4:0.823876,
384,384-State_384.txt,PLR,230.0,town,15:1.000000,9:1.000000,0:0.030459;1:0.959152;4:0.010389,
385,385-State_385.txt,LTR,1286.556,rural,46:0.724358;47:0.275642,87:1.000000,4:1.000000,
386,386-State_386.txt,FST,2130.0,town,1:1.000000,60:0.546633;61:0.453367,4:0.023502;7:0.031530;8:0.944968,
387,387-Thornwall.txt,SMP,3221.538,town,44:0.721293;19:0.278707,86:1.000000,2:0.004322;5:0.980521;7:0.015158,
389,389-State_389.txt,LTR,2524.679,large_town,46:0.720336;9:0.279664,87:1.000000,4:0.015180;6:0.036649;8:0.948171,
392,392-State_392.txt,LTR,4921.277,city,46:0.666949;47:0.333051,87:1.000000,1:0.002465;2:0.908329;6:0.089206,
393,393-State_393.txt,KTN,239.874,wasteland,19:1.000000,92:1.000000,1:0.525951;2:0.474049,
394,394-Katjeisland.txt,KTN,749.764,large_city,19:0.760557;44:0.239443,84:0.561698;86:0.438302,0:0.090915;2:0.599473;6:0.309612,
396,396-State_396.txt,KEP,2000.0,town,9:0.654985;3:0.345015,58:0.541334;59:0.458666,3:0.163842;4:0.363368;7:0.472790,
397,397-State_397.txt,SMP,2000.0,town,44:1.000000,86:1.000000,2:0.010034;5:0.989966,
398,398-State_398.txt,KAP,2577.238,rural,48:0.613667;15:0.386333,90:1.000000,0:0.736943;2:0.263057,
399,399-State_399.txt,PLR,150.0,rural,15:1.000000,32:1.000000,1:0.782256;3:0.217744,
401,401-State_401.txt,PLR,160.0,rural,15:1.000000,91:1.000000,1:0.936863;8:0.063137,
402,402-State_402.txt,KEP,175.0,large_town,3:1.000000,47:0.589453;58:0.410547,3:0.314249;4:0.685751,
403,403-State_403.txt,LTR,8536.931,large_city,46:0.620871;19:0.379129,87:1.000000,4:0.176627;5:0.770750;7:0.052623,
404,404-State_404.txt,SOF,1740.0,town,32:1.000000,18:1.000000,0:0.229932;6:0.770068,
405,405-State_405.txt,LTR,4565.543,large_city,46:1.000000,87:1.000000,3:0.394697;6:0.605303,
406,406-State_406.txt,PLR,1160.0,rural,15:1.000000,30:1.000000,1:0.850884;7:0.149116,
407,407-Zeeland.txt,KTN,3796.511,large_town,19:1.000000,84:1.000000,2:0.693268;6:0.165358;7:0.141374,
408,408-Gatzostad.txt,KTN,5509.148,large_city,19:1.000000,84:1.000000,0:0.077466;2:0.537215;6:0.385319,
409,409-State_409.txt,KTN,6598.752,megalopolis,20:0.764286;19:0.235714,85:1.000000,1:0.362545;2:0.577005;7:0.060450,
410,410-State_410.txt,VAS,1890.0,town,29:1.000000,76:1.000000,0:0.846212;2:0.153788,
411,411-State_411.txt,PLR,740.0,town,15:1.000000,32:1.000000,2:0.277478;4:0.393068;5:0.329454,
412,412-State_412.txt,SOF,1080.0,town,32:1.000000,18:1.000000,1:0.454557;6:0.469169;8:0.076275,
414,414-State_414.txt,VAS,690.0,town,29:1.000000,76:1.000000,2:0.104964;5:0.895036,
415,415-State_415.txt,VAS,980.0,large_town,29:1.000000,76:1.000000,2:0.921665;7:0.078335,
416,416-State_416.txt,VAS,810.0,town,29:1.000000,76:1.000000,0:0.293612;5:0.706388,
417,417-State_417.txt,LTR,192.585,tiny_island,46:0.749335;3:0.250665,87:1.000000,5:0.234486;6:0.765514,
418,418-State_418.txt,HAR,2760.0,town,15:1.000000,34:1.000000,6:0.153663;7:0.846337,
420,420-State_420.txt,SOF,10.0,rural,32:1.000000,18:1.000000,4:0.034120;7:0.965880,
421,421-State_421.txt,PLA,5960.0,large_town,33:1.000000,59:1.000000,0:0.275862;2:0.310345;8:0.413793,
422,422-State_422.txt,PLR,480.0,town,15:1.000000,32:1.000000,1:0.946455;4:0.053545,
425,425-State_425.txt,PLA,7000.0,large_town,33:1.000000,59:1.000000,3:0.228135;4:0.114067;7:0.657798,
426,426-State_426.txt,SOF,3770.0,town,32:1.000000,18:0.555925;59:0.444075,4:0.042470;7:0.957530,
428,428-State_428.txt,SOF,1600.0,town,32:1.000000,18:0.574504;59:0.425496,0:0.348199;7:0.651801,
429,429-State_429.txt,BSS,2290.0,town,1:0.662700;21:0.337300,100:0.576206;101:0.423794,6:0.242859;7:0.717734;8:0.039407,
431,431-State_431.txt,SOF,10.0,rural,32:1.000000,18:1.000000,6:0.847605;8:0.152395,
432,432-State_432.txt,SOF,2230.0,town,32:1.000000,18:0.589805;59:0.410195,3:0.004738;5:0.471899;7:0.523363,
434,434-Kipu.txt,BSS,1430.0,town,1:0.614342;21:0.385658,101:1.000000,6:0.121434;7:0.742655;8:0.135910,
435,435-State_435.txt,SOF,810.0,town,32:1.000000,18:1.000000,6:1.000000,
436,436-State_436.txt,SOF,10.0,rural,32:1.000000,18:1.000000,2:0.023963;6:0.124533;7:0.851504,
437,437-State_437.txt,SOF,2650.0,large_town,32:1.000000,18:1.000000,3:0.062155;7:0.937845,
438,438-State_438.txt,FST,2500.0,town,1:1.000000,60:1.000000,3:0.042315;7:0.119190;8:0.838496,
440,440-State_440.txt,BSS,280.0,rural,1:0.684676;21:0.315324,100:0.493887;101:0.506113,7:0.757925;8:0.242075,
441,441-State_441.txt,AKZ,50.0,rural,,,6:0.100000;7:0.800000;8:0.100000,no resolvable starting species/culture; relevant array left all-zero
442,442-State_442.txt,BSS,20.0,town,1:0.613661;21:0.386339,100:0.458820;101:0.541180,6:0.273922;8:0.726078,
443,443-State_443.txt,BSS,2150.0,town,1:0.765982;21:0.234018,100:0.463823;101:0.536177,7:0.340158;8:0.659842,
444,444-State_444.txt,VAS,1280.0,large_town,29:1.000000,76:1.000000,7:0.526407;8:0.473593,
445,445-West Foxsnot.txt,BSS,210.0,town,1:0.751391;21:0.248609,100:0.538688;101:0.461312,7:0.487947;8:0.512053,
446,446-State_446.txt,BSS,80.0,town,1:0.695079;21:0.304921,100:0.438528;101:0.561472,6:0.022618;7:0.941837;8:0.035545,
447,447-State_447.txt,BSS,350.0,town,1:1.000000,100:0.455402;101:0.544598,7:1.000000,
448,448-North Greater Solstice.txt,BSS,20.0,town,1:0.761865;21:0.238135,100:0.416885;101:0.583115,6:0.118956;7:0.881044,
449,449-State_449.txt,BSS,70.0,wasteland,1:0.785789;21:0.214211,100:0.451559;101:0.548441,6:0.078567;7:0.921433,
450,450-North Arctic Shores.txt,BSS,20.0,town,1:0.736288;21:0.263712,100:0.533967;101:0.466033,7:0.880382;8:0.119618,
451,451-South Stratia.txt,BSS,60.0,town,1:0.659179;21:0.340821,100:0.428942;101:0.571058,7:0.873105;8:0.126895,
452,452-State_452.txt,BSS,20.0,town,1:0.708275;21:0.291725,100:0.423852;101:0.576148,7:1.000000,
453,453-State_453.txt,BSS,1200.0,town,23:0.743111;3:0.256889,100:0.516295;101:0.483705,7:0.493900;8:0.506100,
454,454-North Waterdeen.txt,BSS,100.0,town,1:0.757162;21:0.242838,100:0.588645;101:0.411355,6:0.045174;7:0.910908;8:0.043918,
455,455-State_455.txt,BSS,50.0,town,1:0.734745;21:0.265255,100:0.428222;101:0.571778,6:0.165073;7:0.834927,
456,456-North Rufus Town.txt,BSS,30.0,town,1:0.727120;21:0.272880,100:0.547651;101:0.452349,6:0.085408;7:0.914592,
466,466-State_466.txt,ZUS,3100.0,city,4:1.000000,72:1.000000,1:0.235707;2:0.004472;7:0.759821,
468,468-State_468.txt,ZUS,3500.0,large_town,4:1.000000,72:1.000000,2:0.007023;6:0.992977,
470,470-State_470.txt,IMF,3080.0,large_town,1:0.621850;4:0.378150,4:0.449948;72:0.550052,6:1.000000,
471,471-State_471.txt,SOB,2500.0,town,1:0.795783;2:0.204217,28:0.572222;21:0.427778,2:0.307522;4:0.692478,
472,472-State_472.txt,SOB,2700.0,large_town,2:0.774665;1:0.225335,28:1.000000,1:0.376959;2:0.151639;6:0.471402,
473,473-State_473.txt,SOB,1900.0,large_town,2:0.630442;1:0.369558,5:0.472287;69:0.527713,0:0.107373;5:0.883579;6:0.009048,
474,474-State_474.txt,PAW,2900.0,town,1:1.000000,40:1.000000,1:0.392047;3:0.219917;6:0.388036,
475,475-State_475.txt,NAV,5300.0,large_city,1:1.000000,27:1.000000,6:0.116690;7:0.883310,
476,476-State_476.txt,SOB,2850.0,city,2:1.000000,28:1.000000,0:0.903940;4:0.037137;7:0.058923,
477,477-State_477.txt,FRA,3388.888,large_town,1:1.000000,27:1.000000,1:0.048140;2:0.366003;3:0.585857,
478,478-State_478.txt,SOB,2500.0,large_town,1:0.656670;2:0.343330,28:0.418058;21:0.581942,0:0.540363;4:0.012956;8:0.446681,
479,479-State_479.txt,PAW,3100.0,city,1:1.000000,40:1.000000,0:0.996156;2:0.003844,
480,480-State_480.txt,SOB,1200.0,town,2:1.000000,5:0.558026;69:0.441974,0:0.729854;1:0.180678;7:0.089468,
481,481-State_481.txt,PTQ,4460.0,large_town,1:1.000000,4:1.000000,1:0.237157;2:0.004804;6:0.758038,
482,482-State_482.txt,SOB,3100.0,city,2:1.000000,5:1.000000,0:0.844549;1:0.122388;2:0.033063,
483,483-State_483.txt,SOB,1150.0,large_town,2:0.601248;1:0.398752,29:1.000000,2:1.000000,
484,484-State_484.txt,SOB,2100.0,large_town,2:1.000000,5:1.000000,0:0.840691;1:0.130797;4:0.028512,
485,485-State_485.txt,SOB,7200.0,metropolis,2:1.000000,5:1.000000,0:0.897234;2:0.059188;7:0.043578,
486,486-State_486.txt,OST,3200.0,large_town,1:1.000000,25:1.000000,3:0.117011;5:0.198225;7:0.684764,
487,487-State_487.txt,MEW,2420.0,town,1:1.000000,25:1.000000,1:0.889958;4:0.110042,
488,488-State_488.txt,AUR,2000.0,city,1:1.000000,3:0.460649;42:0.539351,2:0.092663;3:0.122213;8:0.785123,
490,490-State_490.txt,SOB,6200.0,metropolis,2:0.711843;1:0.288157,93:1.000000,1:0.692313;2:0.307687,
492,492-State_492.txt,LIO,2420.0,rural,1:1.000000,44:1.000000,3:0.000212;6:0.957126;8:0.042662,
496,496-State_496.txt,CAT,2163.636,town,1:1.000000,44:1.000000,3:0.540014;4:0.459986,
498,498-State_498.txt,NMI,9100.0,city,8:0.706704;1:0.293296,52:0.569003;75:0.430997,9:1.000000,
501,501-North Myriad.txt,GAL,7800.0,metropolis,25:1.000000,71:1.000000,3:0.061225;6:0.938775,
502,502-State_502.txt,NMI,7200.0,city,8:0.604474;1:0.395526,52:0.509417;75:0.490583,9:1.000000,
508,508-State_508.txt,BSS,110.0,town,1:0.640139;21:0.359861,100:0.408428;101:0.591572,7:0.818058;8:0.181942,
509,509-Inner Katown.txt,KTW,1500.0,megalopolis,1:1.000000,1:1.000000,3:0.175676;4:0.081081;6:0.743243,
510,510-Neu-Mewxico.txt,PRL,2900.0,town,1:0.673402;3:0.326598,43:0.493818;2:0.506182,3:0.718969;8:0.281031,
511,511-Stri.txt,PRL,2240.0,town,1:1.000000,42:1.000000,2:0.183871;3:0.816129,
512,512-Ataropolis.txt,PRL,11500.0,metropolis,1:0.776916;3:0.223084,2:1.000000,0:0.122908;3:0.877092,
513,513-Kibblesplein.txt,PRL,2400.0,town,1:1.000000,2:1.000000,2:0.106417;3:0.893583,
514,514-Solkatzia.txt,PRL,9140.0,metropolis,1:0.781435;3:0.218565,2:1.000000,3:0.802995;7:0.197005,
515,515-Atarstadt.txt,PRL,3000.0,large_town,1:1.000000,2:1.000000,0:0.004740;1:0.336810;3:0.658450,
516,516-Mushile.txt,PRL,1570.0,town,1:1.000000,41:0.556647;2:0.443353,3:0.697217;8:0.302783,
517,517-Gathills.txt,PRL,610.111,town,1:1.000000,41:0.495853;42:0.504147,7:1.000000,
518,518-Kibblestadt.txt,PRL,4280.0,city,1:1.000000,2:1.000000,3:0.854456;6:0.065999;8:0.079545,
519,519-Neu-Meowleans.txt,AUR,2303.225,town,1:1.000000,42:1.000000,3:0.145909;7:0.854091,
520,520-Elowineapolis.txt,AUR,2700.0,city,1:1.000000,42:1.000000,2:0.137108;6:0.613845;8:0.249047,
521,521-Ostmeopin.txt,AUR,1140.0,town,1:1.000000,42:1.000000,7:0.265112;8:0.734888,
522,522-Altestadt.txt,AUR,2300.0,large_town,1:1.000000,42:1.000000,3:0.101577;8:0.898423,
523,523-Katzkat.txt,AUR,1718.26,town,1:1.000000,3:0.446128;42:0.553872,4:0.190924;8:0.809076,
524,524-Southeastern Grand Hills.txt,WPR,500.0,pastoral,1:1.000000,41:1.000000,1:0.076551;3:0.078773;7:0.844676,
525,525-Northeastern Grand Hills.txt,WPR,560.0,town,1:1.000000,41:1.000000,4:0.052213;7:0.947787,
526,526-West Meterhills.txt,WPR,300.0,rural,1:1.000000,41:1.000000,4:0.040025;7:0.959975,
527,527-North Katzil.txt,WPR,2285.715,town,1:1.000000,41:1.000000,4:0.038765;7:0.961235,
528,528-White Peaks Valley.txt,WPR,208.695,rural,1:1.000000,41:1.000000,7:0.355423;8:0.644577,
529,529-Grossgato.txt,CAT,4300.0,town,1:1.000000,43:1.000000,3:0.130434;4:0.748358;7:0.121207,
530,530-Mau-Vegas.txt,CAT,2392.592,rural,1:1.000000,43:1.000000,3:0.083952;4:0.702607;7:0.213441,
531,531-Purrton.txt,CAT,2620.0,town,1:1.000000,44:1.000000,4:0.342999;6:0.657001,
532,532-Drakenburg.txt,CAT,2620.0,rural,1:1.000000,44:1.000000,4:0.557898;6:0.076044;7:0.366058,
533,533-Kleinberg.txt,CAT,2300.0,town,1:1.000000,44:1.000000,3:0.205377;4:0.720941;6:0.073682,
534,534-Mittelmewxico.txt,CAT,3300.0,large_town,1:1.000000,44:1.000000,3:0.118246;4:0.840124;6:0.041629,
535,535-Mewselle.txt,TAI,1368.888,town,1:1.000000,3:1.000000,7:1.000000,
536,536-Katzbrucken.txt,TAI,2240.0,large_town,1:1.000000,3:1.000000,3:0.055051;6:0.200220;7:0.744729,
537,537-Sud-Purggund.txt,TAI,1368.888,town,1:1.000000,3:1.000000,7:0.432577;8:0.567423,
538,538-Melcey.txt,TAI,1120.0,town,1:1.000000,3:1.000000,6:0.384173;8:0.615827,
539,539-Becatlingen.txt,OST,651.429,rural,1:1.000000,25:0.559126;41:0.440874,3:0.794892;4:0.205108,
540,540-Kittensdorf.txt,OST,367.0,rural,1:1.000000,26:1.000000,3:0.087373;7:0.912627,
541,541-Cathy.txt,OST,651.428,town,1:1.000000,25:1.000000,3:0.021425;5:0.111360;7:0.867215,
542,542-Kibblebaden.txt,NKB,2000.0,town,1:1.000000,39:1.000000,3:0.079607;7:0.339951;8:0.580441,
543,543-Colmar.txt,NKB,1000.0,rural,1:1.000000,39:1.000000,2:0.424248;8:0.575752,
544,544-Neu-Kibbles.txt,NKB,2186.667,city,1:1.000000,26:0.581686;39:0.418314,1:0.194016;4:0.194016;7:0.611969,
545,545-Katstone.txt,LIO,1820.0,rural,1:1.000000,44:1.000000,5:0.000077;6:0.898219;8:0.101704,
546,546-Janglastadt.txt,LIO,1820.0,pastoral,1:1.000000,41:1.000000,3:0.639060;4:0.360940,
547,547-Lyuinwald.txt,LIO,1500.0,town,1:1.000000,45:0.527332;44:0.472668,6:0.871862;8:0.128138,
548,548-Lionlakstadt.txt,LIO,3340.0,town,1:1.000000,24:1.000000,3:0.000599;6:0.978072;8:0.021329,
549,549-Katnemasse.txt,LIO,2300.0,town,1:1.000000,24:1.000000,3:0.000111;6:0.924563;8:0.075326,
550,550-Kattnecy.txt,LIO,1363.636,pastoral,1:1.000000,24:1.000000,5:0.000031;7:0.999969,
551,551-Mewport.txt,STR,2700.0,town,1:1.000000,24:0.457149;4:0.542851,0:0.158748;2:0.017715;5:0.823537,
552,552-Mewbet.txt,STR,1294.0,pastoral,1:1.000000,24:1.000000,1:0.044960;5:0.955040,
553,553-Mewdu Mush.txt,STR,1094.0,pastoral,1:1.000000,24:1.000000,0:0.487617;5:0.512383,
554,554-Meowcerne.txt,STR,2220.0,rural,1:1.000000,24:1.000000,0:0.102400;2:0.006326;5:0.891274,
555,555-Sudstruken.txt,STR,2500.0,town,1:1.000000,24:1.000000,2:0.011610;5:0.322326;7:0.666064,
556,556-Channecy.txt,MEW,2400.0,rural,1:1.000000,24:1.000000,0:0.917085;2:0.082915,
557,557-Katzberg.txt,MEW,4200.0,city,1:1.000000,25:1.000000,0:0.627444;3:0.165985;8:0.206571,
558,558-Mount Kitts.txt,MEW,1500.0,pastoral,1:1.000000,24:1.000000,2:0.807200;5:0.192800,
559,559-Luchsi.txt,MEW,3000.0,town,1:1.000000,25:0.480537;24:0.519463,0:0.789023;2:0.018177;6:0.192800,
560,560-Kibbleshores.txt,OST,334.75,town,1:1.000000,26:1.000000,3:0.052549;7:0.947451,
561,561-Shroom Valley.txt,KKN,1806.0,town,7:0.750985;10:0.249015,82:1.000000,6:0.329921;8:0.670079,
562,562-Meostadt.txt,PRL,600.0,large_town,1:1.000000,42:1.000000,3:0.616371;8:0.383629,
563,563-Celstor.txt,WAC,2968.27,town,1:0.685244;7:0.314756,82:1.000000,1:0.753891;4:0.042329;8:0.203780,
564,564-Ezikat.txt,PTQ,2440.0,large_town,1:1.000000,4:1.000000,0:0.006932;2:0.007042;6:0.986026,
565,565-Magnetischergeschwollen.txt,PTQ,2240.0,rural,1:1.000000,4:1.000000,1:0.059827;2:0.026756;6:0.913418,
566,566-Boogenstadt.txt,PTQ,2660.0,pastoral,1:0.730574;4:0.269426,4:1.000000,2:0.014702;6:0.985298,
567,567-Middenpaw.txt,PTQ,2280.0,large_town,1:0.618678;4:0.381322,4:1.000000,1:0.366470;2:0.187292;6:0.446237,
568,568-Finstratus.txt,PTQ,1940.0,town,1:0.798649;4:0.201351,4:1.000000,1:0.142431;2:0.015941;6:0.841627,
569,569-Zawrich.txt,IMF,1740.0,pastoral,1:0.666717;4:0.333283,4:0.451290;72:0.548710,6:1.000000,
570,570-Rosestadt.txt,IMF,1956.0,town,1:0.786513;4:0.213487,4:0.405720;72:0.594280,6:1.000000,
571,571-Point Ene.txt,NKC,3450.0,city,5:1.000000,74:1.000000,6:0.287902;7:0.491603;8:0.220496,
572,572-Fort Nxeen.txt,NKC,3150.0,large_town,5:1.000000,74:1.000000,6:0.194557;7:0.737732;8:0.067711,
573,573-Xoeken.txt,NKC,6570.0,metropolis,5:1.000000,74:1.000000,6:0.084578;7:0.778993;8:0.136428,
574,574-Aeries.txt,NKC,4270.0,city,5:1.000000,74:1.000000,6:0.097691;7:0.770349;8:0.131960,
575,575-Eeeeeee.txt,NKC,4670.0,city,5:1.000000,74:1.000000,7:0.851992;8:0.148008,
576,576-Fort Keneexno.txt,NKC,3470.0,large_town,5:1.000000,74:1.000000,6:0.184725;7:0.815275,
577,577-Pawrdeaux.txt,ELO,2900.0,large_city,1:1.000000,3:1.000000,4:0.270900;5:0.128904;7:0.600197,
578,578-Binettestadt.txt,ELO,3100.0,city,1:1.000000,3:1.000000,3:0.434783;8:0.565217,
579,579-Konnon.txt,ELO,1500.0,large_town,1:1.000000,3:1.000000,2:0.725474;5:0.274526,
580,580-Catsden.txt,CLE,2100.0,town,1:1.000000,3:1.000000,2:0.145453;7:0.854547,
581,581-Tigar.txt,CLE,3100.0,town,1:1.000000,3:1.000000,2:0.017188;7:0.479825;8:0.502987,
582,582-Tigar.txt,CLE,3500.0,large_town,1:1.000000,3:1.000000,3:0.109264;6:0.440320;8:0.450416,
583,583-Punchiestatdt.txt,CLE,1400.0,large_town,1:0.773291;11:0.226709,3:1.000000,8:1.000000,
584,584-Mewbiere.txt,CLE,3100.0,large_town,1:1.000000,3:1.000000,4:0.006279;6:0.707190;8:0.286531,
585,585-Neu-Atar.txt,FRA,1944.444,town,1:1.000000,27:1.000000,2:1.000000,
586,586-Mah.txt,FRA,4250.0,city,1:1.000000,27:0.519434;39:0.480566,3:0.170207;5:0.687797;6:0.141996,
587,587-Katza.txt,FRA,7500.0,large_city,1:1.000000,27:0.598101;39:0.401899,3:0.196443;6:0.803557,
588,588-Katzi.txt,FRA,3380.0,city,1:1.000000,39:1.000000,2:0.003023;5:0.010365;7:0.986612,
589,589-Batar.txt,FRA,2646.153,large_city,1:1.000000,27:0.506870;39:0.493130,0:0.757749;4:0.096439;5:0.145812,
590,590-Meownisberg.txt,FRA,5613.636,metropolis,1:1.000000,39:1.000000,3:0.342028;4:0.215668;6:0.442304,
591,591-Sud-Himezulte.txt,HIM,1200.0,town,1:1.000000,44:1.000000,3:0.069947;7:0.824457;8:0.105596,
592,592-Extremeowdura.txt,HIM,110.0,rural,1:1.000000,44:1.000000,5:1.000000,
593,593-Meon.txt,MEO,17800.0,metropolis,1:0.735597;3:0.264403,45:1.000000,3:0.140733;4:0.677581;6:0.181686,
594,594-Nordessenstaaten.txt,MEO,1700.0,city,1:0.759289;3:0.240711,45:1.000000,3:0.027623;5:0.818823;7:0.153555,
595,595-Yarnis Bergen.txt,MEO,2500.0,city,1:0.613301;7:0.386699,45:1.000000,4:0.094022;7:0.905978,
596,596-Luftkatzennia.txt,HIM,230.0,pastoral,1:1.000000,44:1.000000,0:0.243293;7:0.699408;8:0.057299,
597,597-Sudflutstadt.txt,KPK,5280.0,large_city,1:1.000000,75:1.000000,5:0.179487;7:0.820513,
598,598-Kattailwald.txt,KPK,2120.0,town,1:1.000000,75:1.000000,0:0.409091;3:0.590909,
599,599-Wialletstadt.txt,KPK,5280.0,city,1:1.000000,75:1.000000,2:0.346154;6:0.153846;8:0.500000,
600,600-Potkin.txt,POT,2300.0,city,1:1.000000,38:1.000000,3:0.127959;6:0.358285;7:0.513756,
601,601-Neukatstadt.txt,NEU,3306.667,large_city,1:1.000000,38:1.000000,6:0.037049;7:0.416805;8:0.546146,
602,602-Potkin.txt,NEU,3105.263,large_city,1:1.000000,39:1.000000,7:0.263615;8:0.736385,
603,603-Meowmeow.txt,NEU,7900.0,large_city,1:1.000000,39:1.000000,6:0.037762;7:0.157629;8:0.804609,
604,604-Mimimi.txt,NEU,7900.0,metropolis,1:1.000000,39:0.595140;40:0.404860,7:0.200328;8:0.799672,
605,605-Helo-Ouinie.txt,LMB,455.156,town,3:0.683188;1:0.316812,6:1.000000,6:1.000000,
606,606-Nitros.txt,NMI,16800.0,megalopolis,8:0.770229;1:0.229771,52:0.520034;75:0.479966,9:1.000000,
607,607-Ajax.txt,NMI,9800.0,city,8:0.671404;1:0.328596,52:0.522745;75:0.477255,9:1.000000,
608,608-Kobalt.txt,NMI,9200.0,large_city,8:0.637955;1:0.362045,52:0.458213;75:0.541787,9:1.000000,
609,609-Valaros.txt,NMI,7200.0,city,8:0.787265;1:0.212735,52:0.555386;75:0.444614,9:1.000000,
610,610-Titanus.txt,NMI,9150.0,city,8:0.687334;1:0.312666,52:0.442627;75:0.557373,9:1.000000,
611,611-Cotedore.txt,KKN,1008.436,large_town,7:0.703656;1:0.296344,81:0.478953;15:0.521047,7:0.136990;8:0.863010,
612,612-Myriad.txt,NMI,6133.334,city,8:0.608367;1:0.391633,52:0.456689;75:0.543311,9:1.000000,
