[23:03:50][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3368690477.mod line: 7
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_control_panama_canal: , near line: 440" in file: "common/factions/templates/generic_factions.txt" near line: 441
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_control_panama_canal: , near line: 494" in file: "common/factions/templates/generic_factions.txt" near line: 495
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_control_ploiesti_oil_fields: , near line: 565" in file: "common/factions/templates/generic_factions.txt" near line: 566
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_control_ploiesti_oil_fields: , near line: 597" in file: "common/factions/templates/generic_factions.txt" near line: 598
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_control_chinese_metals: , near line: 628" in file: "common/factions/templates/generic_factions.txt" near line: 629
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_control_persian_oil: , near line: 660" in file: "common/factions/templates/generic_factions.txt" near line: 661
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_guerilla_expansion: , near line: 9" in file: "common/factions/templates/government_of_national_defense.txt" near line: 10
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_secure_european_continent: , near line: 15
Unable to find item with id: faction_goal_resource_control: , near line: 17" in file: "common/factions/templates/italian_factions.txt" near line: 17
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_secure_european_continent: , near line: 41
Unable to find item with id: faction_goal_resource_control: , near line: 43" in file: "common/factions/templates/italian_factions.txt" near line: 43
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_resource_control: , near line: 16" in file: "common/factions/templates/japanese_factions.txt" near line: 18
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_control_the_chinese_capitals: , near line: 43
Unable to find item with id: faction_goal_align_china: , near line: 46" in file: "common/factions/templates/japanese_factions.txt" near line: 46
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_war_on_communism_in_asia: , near line: 73" in file: "common/factions/templates/japanese_factions.txt" near line: 73
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_secure_the_oil_supply: , near line: 101
Unable to find item with id: faction_goal_align_china: , near line: 102
Unable to find item with id: faction_goal_war_on_communism_in_asia: , near line: 104" in file: "common/factions/templates/japanese_factions.txt" near line: 104
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_secure_the_oil_supply: , near line: 131
Unable to find item with id: faction_goal_align_china: , near line: 132" in file: "common/factions/templates/japanese_factions.txt" near line: 132
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_indifference_is_a_threat: , near line: 157
Unable to find item with id: faction_goal_align_china: , near line: 160" in file: "common/factions/templates/japanese_factions.txt" near line: 160
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_the_arteries_of_trade: , near line: 185" in file: "common/factions/templates/japanese_factions.txt" near line: 186
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_coastal_security: , near line: 209" in file: "common/factions/templates/japanese_factions.txt" near line: 215
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_indifference_is_a_threat: , near line: 15" in file: "common/factions/templates/soviet_factions.txt" near line: 17
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_undoing_brest_litowsk: , near line: 45" in file: "common/factions/templates/soviet_factions.txt" near line: 47
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_the_two_seas: , near line: 15
Unable to find item with id: faction_goal_eliminate_the_twin_threats: , near line: 16" in file: "common/factions/templates/unique_minor_factions.txt" near line: 16
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_disarm_aggression_central_powers: , near line: 38" in file: "common/factions/templates/unique_minor_factions.txt" near line: 38
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_secure_european_continent: , near line: 237" in file: "common/factions/templates/unique_minor_factions.txt" near line: 239
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_control_panama_canal: , near line: 437" in file: "common/factions/templates/unique_minor_factions.txt" near line: 439
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Unable to find item with id: faction_goal_guerilla_expansion: , near line: 677" in file: "common/factions/templates/unique_minor_factions.txt" near line: 679
[23:03:58][no_game_date][countrytag.cpp:126]: GER - is not in the tag list
[23:03:58][no_game_date][countrytag.cpp:126]: SLO - is not in the tag list
[23:03:58][no_game_date][countrytag.cpp:126]: ROM - is not in the tag list
[23:03:58][no_game_date][countrytag.cpp:126]: ITA - is not in the tag list
[23:03:58][no_game_date][countrytag.cpp:126]: AST - is not in the tag list
[23:03:58][no_game_date][countrytag.cpp:126]: SAF - is not in the tag list
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'is_literally_china' in common/ai_faction_theaters/ai_faction_theaters.txt line : 727
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: is_literally_china, near line: 727" in file: "common/ai_faction_theaters/ai_faction_theaters.txt" near line: 729
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'is_literally_china' in common/ai_faction_theaters/ai_faction_theaters.txt line : 734
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: is_literally_china, near line: 734" in file: "common/ai_faction_theaters/ai_faction_theaters.txt" near line: 735
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'is_literally_china' in common/ai_faction_theaters/ai_faction_theaters.txt line : 768
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'is_literally_china' in common/ai_faction_theaters/ai_faction_theaters.txt line : 770
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: is_literally_china, near line: 768
Unknown trigger-type: is_literally_china, near line: 770" in file: "common/ai_faction_theaters/ai_faction_theaters.txt" near line: 771
[23:03:58][no_game_date][persistent.cpp:66]: Error: "A script target cannot have explicit targets and state selector (except for any). WARNING:state selector will be ignored: global.muno_states_array, near line: 397" in file: "common/decisions/lok_space_decisions.txt" near line: 397
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Token is_ai is not supported within the allowed trigger: }, near line: 1138" in file: "common/decisions/lok_space_decisions.txt" near line: 1138
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Token is_ai is not supported within the allowed trigger: }, near line: 1175" in file: "common/decisions/lok_space_decisions.txt" near line: 1175
[23:03:58][no_game_date][persistent.cpp:66]: Error: "Token is_ai is not supported within the allowed trigger: }, near line: 1240" in file: "common/decisions/lok_space_decisions.txt" near line: 1240
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_army_faction_is_tier_1' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 63
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_army_faction_is_tier_1, near line: 63" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 64
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_army_faction_is_tier_2' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 66
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_army_faction_is_tier_2, near line: 66" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 67
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_army_faction_is_tier_3' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 69
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_army_faction_is_tier_3, near line: 69" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 70
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_army_faction_is_tier_4' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 72
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_army_faction_is_tier_4, near line: 72" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 73
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_naval_faction_is_tier_1' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 79
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_naval_faction_is_tier_1, near line: 79" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 80
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_naval_faction_is_tier_2' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 82
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_naval_faction_is_tier_2, near line: 82" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 83
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_naval_faction_is_tier_3' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 85
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_naval_faction_is_tier_3, near line: 85" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 86
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_naval_faction_is_tier_4' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 88
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_naval_faction_is_tier_4, near line: 88" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 89
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_army_faction_is_not_dominant' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 156
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_army_faction_is_not_dominant, near line: 156" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 159
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_army_faction_is_tier_1' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 179
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_army_faction_is_tier_1, near line: 179" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 180
[23:03:58][no_game_date][effect.cpp:443]: Invalid effect 'JAP_big_army_faction_gain' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 189
[23:03:58][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: JAP_big_army_faction_gain, near line: 189" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 195
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_army_faction_is_not_subdued' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 200
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_army_faction_is_not_subdued, near line: 200" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 203
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_army_faction_is_tier_1' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 221
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_army_faction_is_tier_1, near line: 221" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 222
[23:03:58][no_game_date][effect.cpp:443]: Invalid effect 'JAP_big_army_faction_loss' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 231
[23:03:58][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: JAP_big_army_faction_loss, near line: 231" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 237
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_naval_faction_is_not_dominant' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 242
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_naval_faction_is_not_dominant, near line: 242" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 245
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_naval_faction_is_tier_1' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 265
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_naval_faction_is_tier_1, near line: 265" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 266
[23:03:58][no_game_date][effect.cpp:443]: Invalid effect 'JAP_big_naval_faction_gain' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 275
[23:03:58][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: JAP_big_naval_faction_gain, near line: 275" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 281
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_naval_faction_is_not_subdued' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 286
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_naval_faction_is_not_subdued, near line: 286" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 289
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'JAP_naval_faction_is_tier_1' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 307
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: JAP_naval_faction_is_tier_1, near line: 307" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 308
[23:03:58][no_game_date][effect.cpp:443]: Invalid effect 'JAP_big_naval_faction_loss' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 317
[23:03:58][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: JAP_big_naval_faction_loss, near line: 317" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 323
[23:03:58][no_game_date][effect.cpp:443]: Invalid effect 'JAP_big_zaibatsu_faction_gain' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 363
[23:03:58][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: JAP_big_zaibatsu_faction_gain, near line: 363" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 369
[23:03:58][no_game_date][effect.cpp:443]: Invalid effect 'JAP_big_zaibatsu_faction_loss' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 407
[23:03:58][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: JAP_big_zaibatsu_faction_loss, near line: 407" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 413
[23:03:58][no_game_date][effect.cpp:443]: Invalid effect 'JAP_big_government_faction_gain' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 453
[23:03:58][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: JAP_big_government_faction_gain, near line: 453" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 459
[23:03:58][no_game_date][effect.cpp:443]: Invalid effect 'JAP_big_government_faction_loss' in common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt line : 497
[23:03:58][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: JAP_big_government_faction_loss, near line: 497" in file: "common/focus_inlay_windows/jap_imperial_influence_inlay_window.txt" near line: 503
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'SOV' in common/national_focus/generic.txt line : 2210
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: SOV, near line: 2210" in file: "common/national_focus/generic.txt" near line: 2211
[23:03:58][no_game_date][effect.cpp:356]: Error: "Invalid date: 1001.1. Expected date in format "YYYY.MM.DD.HH": 1001.1, near line: 21" in file: "history/countries/BRU - Bruvergnamie.txt" near line: 24
[23:03:58][no_game_date][musicmanager.cpp:137]: Missing music_station faceplate GUI component containerWindowType with name: sabaton_faceplate
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named hearts_of_iron
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named night_witches
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named primo_victoria
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named stalingrad
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named wolfpack
[23:03:58][no_game_date][musicmanager.cpp:137]: Missing music_station faceplate GUI component containerWindowType with name: sabaton_faceplate
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named fourty_to_one
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named coat_of_arms
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named ghost_division
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named panzerkampf
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named resist_and_bite
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named screaming_eagles
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named smoking_snakes
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named the_last_battle
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named to_hell_and_back
[23:03:58][no_game_date][pdx_audio.cpp:1369]: Could not find music named uprising
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 15
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 15" in file: "music/toa_songs.txt" near line: 16
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 19
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 21
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 19
Unknown trigger-type: should_play_south_american_music, near line: 21" in file: "music/toa_songs.txt" near line: 22
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 37
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 37" in file: "music/toa_songs.txt" near line: 38
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 41
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 43
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 41
Unknown trigger-type: should_play_south_american_music, near line: 43" in file: "music/toa_songs.txt" near line: 44
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 61
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 61" in file: "music/toa_songs.txt" near line: 62
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 65
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 67
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 65
Unknown trigger-type: should_play_south_american_music, near line: 67" in file: "music/toa_songs.txt" near line: 68
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 91
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 91" in file: "music/toa_songs.txt" near line: 92
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 95
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 97
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 95
Unknown trigger-type: should_play_south_american_music, near line: 97" in file: "music/toa_songs.txt" near line: 98
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 115
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 115" in file: "music/toa_songs.txt" near line: 116
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 119
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 121
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 119
Unknown trigger-type: should_play_south_american_music, near line: 121" in file: "music/toa_songs.txt" near line: 122
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 141
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 141" in file: "music/toa_songs.txt" near line: 142
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 145
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'should_play_south_american_music' in music/toa_songs.txt line : 147
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: should_play_south_american_music, near line: 145
Unknown trigger-type: should_play_south_american_music, near line: 147" in file: "music/toa_songs.txt" near line: 148
[23:03:58][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[23:03:58][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4549 ship_hull_cruiser. use var:var_name to explicitly use variables in effects/triggers
[23:03:58][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4558 ship_hull_heavy. use var:var_name to explicitly use variables in effects/triggers
[23:03:58][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4567 ship_hull_heavy. use var:var_name to explicitly use variables in effects/triggers
[23:03:58][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_effects/toolpack_scripted_effects.txt line: 4576 ship_hull_heavy. use var:var_name to explicitly use variables in effects/triggers
[23:03:58][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_guis/cat.txt line: 133 ship_hull_cruiser. use var:var_name to explicitly use variables in effects/triggers
[23:03:58][no_game_date][database_scoped_variables.cpp:62]: invalid database object for effect/trigger:  file: common/scripted_guis/cat.txt line: 137 ship_hull_heavy. use var:var_name to explicitly use variables in effects/triggers
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1267
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1267" in file: "common/scripted_guis/cpt.txt" near line: 1267
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1299
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1299" in file: "common/scripted_guis/cpt.txt" near line: 1299
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1331
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1331" in file: "common/scripted_guis/cpt.txt" near line: 1331
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1363
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1363" in file: "common/scripted_guis/cpt.txt" near line: 1363
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1395
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1395" in file: "common/scripted_guis/cpt.txt" near line: 1395
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1426
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1426" in file: "common/scripted_guis/cpt.txt" near line: 1426
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1446
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1446" in file: "common/scripted_guis/cpt.txt" near line: 1454
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1466
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1466" in file: "common/scripted_guis/cpt.txt" near line: 1474
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1486
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1486" in file: "common/scripted_guis/cpt.txt" near line: 1494
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1506
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1506" in file: "common/scripted_guis/cpt.txt" near line: 1514
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1526
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1526" in file: "common/scripted_guis/cpt.txt" near line: 1534
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1546
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1546" in file: "common/scripted_guis/cpt.txt" near line: 1554
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1566
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1566" in file: "common/scripted_guis/cpt.txt" near line: 1574
[23:03:58][no_game_date][trigger.cpp:700]: Invalid trigger 'MAN' in common/scripted_guis/cpt.txt line : 1586
[23:03:58][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: MAN, near line: 1586" in file: "common/scripted_guis/cpt.txt" near line: 1594
[23:03:58][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[23:03:58][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:185 Invalid resource: coal: type, near line: 186" in file: "common/scripted_guis/rmt.txt" near line: 188
[23:03:58][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
[23:03:58][no_game_date][effect.cpp:356]: Error: "common/scripted_guis/rmt.txt:248 Invalid resource: coal: type, near line: 249" in file: "common/scripted_guis/rmt.txt" near line: 251
[23:03:58][no_game_date][lexer.cpp:229]: Tried to get dynamic token that does not exist: coal
